#GeneID,Symbol,GeneInfo,# elements 1,casTLE Effect 1,casTLE Score 1,# elements 2,casTLE Effect 2,casTLE Score 2,Combo casTLE Effect,Combo casTLE Score,casTLE p-value,Minimum Effect Estimate,Maximum Effect Estimate
ENSG00000126088,UROD,uroporphyrinogen decarboxylase,10,-1.7,17.9,10,-2.6,65.7,-2.4,80.8,1.00E-05,-3.5,-1.7
ENSG00000145388,METTL14,methyltransferase like 14,10,1.6,26.4,10,1.8,54.8,1.7,80.5,1.00E-05,1.3,2.2
ENSG00000101945,SUV39H1,suppressor of variegation 3-9 homolog 1 (Drosophila),10,-0.7,25.4,10,-1.3,59.3,-1.2,80.3,1.00E-05,-1.6,-1
ENSG00000167258,CDK12,cyclin-dependent kinase 12,10,-0.8,39,10,-2.1,49.9,-1.5,80.2,1.00E-05,-2.2,-0.9
ENSG00000129933,MAU2,MAU2 sister chromatid cohesion factor,10,-1.8,46.9,10,-1.7,34.1,-1.7,80.2,1.00E-05,-2.3,-1.4
ENSG00000152804,HHEX,hematopoietically expressed homeobox,10,-2.1,35,10,-1.8,45.7,-1.9,80.1,1.00E-05,-2.6,-1.5
ENSG00000164190,NIPBL,Nipped-B homolog (Drosophila),10,-1.5,42.5,10,-1,38.5,-1.1,79.9,1.00E-05,-1.7,-0.8
ENSG00000179918,SEPHS2,selenophosphate synthetase 2,10,-3,60.2,10,-0.9,30.5,-2.6,79.6,1.00E-05,-3.4,-1.8
ENSG00000066117,SMARCD1,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 1",10,-2.8,46.4,10,-3.4,34.4,-3.2,78.5,1.00E-05,-4.4,-2.4
ENSG00000095787,WAC,WW domain containing adaptor with coiled-coil,10,-2.2,33.1,10,-1.4,49.4,-1.9,78.2,1.00E-05,-2.4,-1.3
ENSG00000118058,KMT2A,lysine (K)-specific methyltransferase 2A,10,-1.2,39.9,10,-1.4,38.4,-1.3,77.6,1.00E-05,-1.7,-1
ENSG00000111707,SUDS3,suppressor of defective silencing 3 homolog (S. cerevisiae),10,-2.1,53.1,10,-1.3,27.5,-1.9,77.2,1.00E-05,-2.6,-1.4
ENSG00000114982,KANSL3,KAT8 regulatory NSL complex subunit 3,10,-2.6,33.6,10,-1.6,48,-1.8,77.2,1.00E-05,-2.9,-1.2
ENSG00000064313,TAF2,"TAF2 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 150kDa",10,-2.7,45.8,10,-1,37.5,-1.1,77,1.00E-05,-2.5,-0.9
ENSG00000104824,HNRNPL,heterogeneous nuclear ribonucleoprotein L,10,1.6,46.9,10,1.6,29.5,1.6,76,1.00E-05,1.2,2.1
ENSG00000120733,KDM3B,lysine (K)-specific demethylase 3B,10,1,41.6,10,1.2,34.9,1.2,75.5,1.00E-05,0.9,1.6
ENSG00000198176,TFDP1,transcription factor Dp-1,10,0.9,35.8,10,1.2,40.8,1,75.4,1.00E-05,0.8,1.4
ENSG00000138071,ACTR2,ARP2 actin-related protein 2 homolog (yeast),10,-0.9,42.9,10,-1,32.9,-1,75.3,1.00E-05,-1.3,-0.8
ENSG00000157837,SPPL3,signal peptide peptidase like 3,10,1.3,46.4,10,1,29.7,1.2,74.5,1.00E-05,0.9,1.6
ENSG00000136521,NDUFB5,"NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 5, 16kDa",10,-2.3,24.7,10,-2.5,50.3,-2.4,74.3,1.00E-05,-4,-1.9
ENSG00000178951,ZBTB7A,zinc finger and BTB domain containing 7A,9,-2,47.5,9,-1.2,31.3,-1.4,74.1,1.00E-05,-2.3,-1.1
ENSG00000152601,MBNL1,muscleblind-like splicing regulator 1,10,-1.6,44.8,10,-1.6,28.7,-1.6,73.1,1.00E-05,-2.1,-1
ENSG00000159217,IGF2BP1,insulin-like growth factor 2 mRNA binding protein 1,10,1.3,47.4,10,0.8,28.8,1.1,73.1,1.00E-05,0.9,1.5
ENSG00000116717,GADD45A,"growth arrest and DNA-damage-inducible, alpha",10,-1.5,38.8,10,-2.1,36.6,-1.7,72.7,1.00E-05,-2.3,-1.3
ENSG00000112697,TMEM30A,transmembrane protein 30A,9,-1.9,41.8,10,-1.1,33.3,-1.3,72.5,1.00E-05,-2.1,-1
ENSG00000107290,SETX,senataxin,10,0.8,43.1,10,0.8,28.5,0.8,71.3,1.00E-05,0.6,1.1
ENSG00000178028,DMAP1,DNA methyltransferase 1 associated protein 1,9,-1.7,41.5,9,-1.7,30.1,-1.7,71.2,1.00E-05,-2.3,-1.4
ENSG00000130165,ELOF1,elongation factor 1 homolog (S. cerevisiae),10,-2.1,63.4,10,-0.8,14.3,-1.2,71,1.00E-05,-2.5,-1
ENSG00000181472,ZBTB2,zinc finger and BTB domain containing 2,10,-1.3,37,10,-1.8,35.3,-1.3,70.9,1.00E-05,-2,-1.1
ENSG00000138231,DBR1,debranching RNA lariats 1,10,1.4,47.5,9,1.3,23,1.3,70.1,1.00E-05,1,1.8
ENSG00000184634,MED12,mediator complex subunit 12,9,-1.7,30.6,10,-2.1,40.3,-1.8,69.8,1.00E-05,-2.5,-1.3
ENSG00000166200,COPS2,COP9 signalosome subunit 2,10,-1.6,33.8,10,-1.5,36.3,-1.6,69.4,1.00E-05,-2,-1.3
ENSG00000179295,PTPN11,"protein tyrosine phosphatase, non-receptor type 11",10,-2.4,72.6,10,1.8,16.2,-2.4,69,1.00E-05,-3.9,-2
ENSG00000178913,TAF7,"TAF7 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 55kDa",10,-2.6,30.2,10,-1.9,42.2,-2.4,69,1.00E-05,-3.4,-1
ENSG00000088832,FKBP1A,"FK506 binding protein 1A, 12kDa",8,0.6,7.04,8,1.5,65.6,1.4,68.9,1.00E-05,0.9,2.2
ENSG00000077235,GTF3C1,"general transcription factor IIIC, polypeptide 1, alpha 220kDa",8,-1.6,41.2,9,-1.7,28,-1.6,68.7,1.00E-05,-2.3,-1.2
ENSG00000100567,PSMA3,"proteasome (prosome, macropain) subunit, alpha type, 3",10,2.4,29.8,9,1.4,42.9,2.1,68.2,1.00E-05,0.8,3
ENSG00000179119,SPTY2D1,"SPT2, Suppressor of Ty, domain containing 1 (S. cerevisiae)",10,1.3,43.3,10,1.3,25.1,1.3,68,1.00E-05,1,1.6
ENSG00000040633,PHF23,PHD finger protein 23,9,1.1,42.7,9,1.7,27.4,1.3,67.7,1.00E-05,1,1.9
ENSG00000092201,SUPT16H,suppressor of Ty 16 homolog (S. cerevisiae),10,1.8,36.7,10,1.2,33.1,1.4,67.3,1.00E-05,0.9,2.1
ENSG00000085224,ATRX,alpha thalassemia/mental retardation syndrome X-linked,10,-1.6,23.9,10,-1.3,44.8,-1.5,67.2,1.00E-05,-1.9,-1.2
ENSG00000187257,RSBN1L,round spermatid basic protein 1-like,10,-0.8,48.2,10,-0.8,19.1,-0.8,66.9,1.00E-05,-1.1,-0.7
ENSG00000142168,SOD1,"superoxide dismutase 1, soluble",10,-1,33.4,10,-3.1,40,-1.5,66.9,1.00E-05,-3.1,-1.3
ENSG00000137492,PRKRIR,"protein-kinase, interferon-inducible double stranded RNA dependent inhibitor, repressor of (P58 repressor)",10,-1,23,10,-1.9,48.7,-1.6,66.8,1.00E-05,-2.3,-1.1
ENSG00000115685,PPP1R7,"protein phosphatase 1, regulatory subunit 7",10,-1.6,37,10,-2.9,35.1,-2.7,66.6,1.00E-05,-3.7,-1.5
ENSG00000035687,ADSS,adenylosuccinate synthase,10,0.8,27.7,10,2.5,37,0.8,64.1,1.00E-05,0.4,1.4
ENSG00000118705,RPN2,ribophorin II,10,-1.1,41.4,10,-1,23.3,-1,64.1,1.00E-05,-1.4,-0.8
ENSG00000100425,BRD1,bromodomain containing 1,10,-1.3,39.4,10,-0.6,24.1,-1.4,62.6,1.00E-05,-1.9,-0.8
ENSG00000113812,ACTR8,ARP8 actin-related protein 8 homolog (yeast),10,-1.7,14.5,10,-1.5,47.5,-1.5,61.4,1.00E-05,-2.1,-1.3
ENSG00000090061,CCNK,cyclin K,10,-1.3,15.9,10,-2.5,50.5,-2.4,60.8,1.00E-05,-3.2,-1.5
ENSG00000182858,ALG12,"ALG12, alpha-1,6-mannosyltransferase",10,-0.8,22.2,10,-0.8,37.9,-0.8,59.7,1.00E-05,-1.1,-0.6
ENSG00000164754,RAD21,RAD21 homolog (S. pombe),10,-1.6,43.1,10,-1.5,16.7,-1.5,59.3,1.00E-05,-2,-1.2
ENSG00000131149,GSE1,Gse1 coiled-coil protein,9,-1.2,17,9,-1,42.9,-1.1,59,1.00E-05,-1.5,-0.9
ENSG00000187555,USP7,ubiquitin specific peptidase 7 (herpes virus-associated),10,-1.1,21.2,10,-1.8,40.3,-1.2,58.8,1.00E-05,-2,-0.9
ENSG00000151657,KIN,Kin17 DNA and RNA binding protein,10,-2.7,31.7,10,-1.8,30.3,-2.6,58.5,1.00E-05,-3.9,-1.3
ENSG00000127616,SMARCA4,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4",10,-1.9,35.4,10,-1.7,23.9,-1.9,58.1,1.00E-05,-2.6,-1.5
ENSG00000088451,TGDS,"TDP-glucose 4,6-dehydratase",10,-1.7,34.1,10,-1.3,26.1,-1.7,57.8,1.00E-05,-2.1,-1.3
ENSG00000126226,PCID2,PCI domain containing 2,10,-1.2,37.5,10,-0.9,21.1,-1.1,56.4,1.00E-05,-1.5,-0.8
ENSG00000178035,IMPDH2,IMP (inosine 5'-monophosphate) dehydrogenase 2,10,-1.9,39.1,10,-1.7,18,-1.7,56.3,1.00E-05,-2.5,-1.3
ENSG00000033867,SLC4A7,"solute carrier family 4, sodium bicarbonate cotransporter, member 7",10,-1.1,14.9,10,-1.8,43.6,-1.5,55.5,1.00E-05,-2.4,-1.2
ENSG00000164985,PSIP1,PC4 and SFRS1 interacting protein 1,10,-1.7,15.5,10,-1.9,40.4,-1.8,55.3,1.00E-05,-2.5,-1
ENSG00000119335,SET,SET nuclear proto-oncogene,10,-2.2,30.8,10,-1.4,27.6,-1.5,55.3,1.00E-05,-2.4,-1
ENSG00000106462,EZH2,enhancer of zeste 2 polycomb repressive complex 2 subunit,9,-0.9,32.7,9,-0.8,23.2,-0.8,55.3,1.00E-05,-1.1,-0.6
ENSG00000151465,CDC123,cell division cycle 123,9,-0.7,11.3,10,-1.8,48.2,-1.4,54.4,1.00E-05,-2.2,-1
ENSG00000141452,C18ORF8,chromosome 18 open reading frame 8,10,-1,22.3,10,-1.1,31.6,-1.1,53.4,1.00E-05,-1.5,-0.8
ENSG00000154803,FLCN,folliculin,7,-1.9,15,7,-1.7,38.8,-1.8,53.1,1.00E-05,-2.5,-1.3
ENSG00000132507,EIF5A,eukaryotic translation initiation factor 5A,10,2,22.5,10,2.4,31.9,2.3,53,1.00E-05,1.7,3.5
ENSG00000152223,EPG5,ectopic P-granules autophagy protein 5 homolog (C. elegans),10,-1.6,18.3,10,-1.7,34.3,-1.7,52.2,1.00E-05,-2.3,-1.2
ENSG00000182944,EWSR1,EWS RNA-binding protein 1,10,1,20.5,10,1.1,32,1,52.1,1.00E-05,0.7,1.4
ENSG00000136709,WDR33,WD repeat domain 33,10,-1.5,17.2,10,-1.2,35.6,-1.2,51.9,1.00E-05,-1.8,-0.9
ENSG00000101182,PSMA7,"proteasome (prosome, macropain) subunit, alpha type, 7",10,2,14.3,10,1.6,38.7,1.8,51.8,1.00E-05,1.4,3.1
ENSG00000136891,TEX10,testis expressed 10,10,1.2,15.2,10,1.3,36.6,1.3,51.4,1.00E-05,0.9,1.7
ENSG00000069849,ATP1B3,"ATPase, Na+/K+ transporting, beta 3 polypeptide",10,-1.7,22.7,10,-1.5,28.7,-1.5,50.7,1.00E-05,-2.1,-1.1
ENSG00000086758,HUWE1,"HECT, UBA and WWE domain containing 1, E3 ubiquitin protein ligase",10,-0.7,10.3,10,-2.2,47.1,-2,50.7,1.00E-05,-2.7,-1.1
ENSG00000156508,EEF1A1,eukaryotic translation elongation factor 1 alpha 1,10,1.6,34.3,10,0.8,20.2,1.1,50.3,1.00E-05,0.7,1.8
ENSG00000214940,NPIPA8,"nuclear pore complex interacting protein family, member A8",5,2.5,28.2,5,1.4,23.8,2.5,49.8,1.00E-05,1.8,4.8
ENSG00000100393,EP300,E1A binding protein p300,10,-0.9,28.8,10,-0.8,21.2,-0.9,49.6,1.00E-05,-1.2,-0.7
ENSG00000167468,GPX4,glutathione peroxidase 4,10,-2.1,40.9,10,-0.7,17.4,-2,49.4,1.00E-05,-2.6,-0.9
ENSG00000182093,WRB,tryptophan rich basic protein,10,0.8,34.8,10,0.7,15.6,0.8,49.3,1.00E-05,0.6,1.1
ENSG00000117713,ARID1A,AT rich interactive domain 1A (SWI-like),10,-1.1,29.4,10,-1.7,22.2,-1.1,48.8,1.00E-05,-1.8,-0.7
ENSG00000089597,GANAB,"glucosidase, alpha; neutral AB",10,-1.1,22,10,-0.9,27.7,-1,48.7,1.00E-05,-1.4,-0.8
ENSG00000188186,LAMTOR4,"late endosomal/lysosomal adaptor, MAPK and MTOR activator 4",10,-2,24.1,10,-1.4,26.8,-1.6,48.6,1.00E-05,-2.4,-1.1
ENSG00000183793,NPIPA5,"nuclear pore complex interacting protein family, member A5",9,0.7,14.9,9,1.4,37,1,48.4,1.00E-05,0.6,1.7
ENSG00000198380,GFPT1,glutamine--fructose-6-phosphate transaminase 1,10,-1.7,41.1,10,-2.1,39.7,-2,78.4,2.00E-05,-2.6,-1.4
ENSG00000082068,WDR70,WD repeat domain 70,10,-1.1,26.9,10,-1.3,20.7,-1.1,47.1,2.00E-05,-1.5,-0.8
ENSG00000109917,ZNF259,N/A,10,0.6,17.2,10,1.4,33.8,0.7,46.8,2.00E-05,0.5,1.6
ENSG00000070444,MNT,MAX network transcriptional repressor,10,-1.2,32.9,10,-0.7,15.7,-0.8,46.5,2.00E-05,-1.5,-0.6
ENSG00000100462,PRMT5,protein arginine methyltransferase 5,10,0.6,11.4,10,1.2,38.8,1,46.4,2.00E-05,0.7,1.5
ENSG00000162775,RBM15,RNA binding motif protein 15,10,-1.6,36.5,10,-1.2,11.8,-1.5,46.3,2.00E-05,-2.1,-1.2
ENSG00000132604,TERF2,telomeric repeat binding factor 2,10,-1.9,11.7,9,-1.2,37.1,-1.5,45.2,2.00E-05,-2.2,-1
ENSG00000141499,WRAP53,"WD repeat containing, antisense to TP53",10,1.1,42.3,10,1,36.1,1,77.8,3.00E-05,0.8,1.4
ENSG00000129559,NEDD8,"neural precursor cell expressed, developmentally down-regulated 8",6,-1.8,44.1,6,-1.5,34.6,-1.7,77.3,3.00E-05,-2.4,-1.3
ENSG00000272333,KMT2B,lysine (K)-specific methyltransferase 2B,10,-1.1,34.6,10,-1,31.3,-1.1,65.3,3.00E-05,-1.5,-0.8
ENSG00000136051,KIAA1033,KIAA1033,10,-1.2,27.5,10,-2.3,39.5,-1.3,64.3,3.00E-05,-2.4,-1
ENSG00000136937,NCBP1,"nuclear cap binding protein subunit 1, 80kDa",10,-1.9,13.5,10,-2,51.2,-1.9,64.2,3.00E-05,-2.7,-1.5
ENSG00000101654,RNMT,RNA (guanine-7-) methyltransferase,9,-1.1,17.2,9,-2.3,51.6,-2.1,63.5,3.00E-05,-3.2,-1.3
ENSG00000150991,UBC,ubiquitin C,10,-2.7,36.2,10,-2.1,27.7,-2.6,62.2,3.00E-05,-4.1,-1.7
ENSG00000134453,RBM17,RNA binding motif protein 17,10,-1.5,43.4,10,-1.4,18.9,-1.5,61.9,3.00E-05,-2,-1
ENSG00000168286,THAP11,THAP domain containing 11,10,-1.3,18.9,10,-1.9,44.6,-1.4,61.5,3.00E-05,-2.3,-1
ENSG00000169764,UGP2,UDP-glucose pyrophosphorylase 2,10,-2.5,32.5,10,-2.2,29.6,-2.4,61.3,3.00E-05,-3.9,-1.8
ENSG00000090447,TFAP4,transcription factor AP-4 (activating enhancer binding protein 4),10,-1.2,45.8,10,-0.7,19.2,-1.1,61.1,3.00E-05,-1.5,-0.8
ENSG00000127337,YEATS4,YEATS domain containing 4,10,-2.1,35.4,10,-1.9,26.2,-2,61,3.00E-05,-3.2,-1.5
ENSG00000117682,DHDDS,dehydrodolichyl diphosphate synthase,9,-1.6,54.7,9,-1,24.3,-1.5,75.3,4.00E-05,-2,-1.2
ENSG00000182934,SRPR,signal recognition particle receptor (docking protein),10,-0.9,30.4,10,-1.5,47,-1,75.2,4.00E-05,-1.6,-0.8
ENSG00000006712,PAF1,"Paf1, RNA polymerase II associated factor, homolog (S. cerevisiae)",10,-3.4,40.6,10,-2.2,38.6,-3.3,74.8,4.00E-05,-5.2,-2.1
ENSG00000095564,BTAF1,"BTAF1 RNA polymerase II, B-TFIID transcription factor-associated, 170kDa",10,-1.4,44.5,10,-1,33.2,-1.3,74.8,4.00E-05,-1.7,-1.1
ENSG00000198841,KTI12,"KTI12 homolog, chromatin associated (S. cerevisiae)",10,-1.8,42.9,10,-1.7,30.5,-1.8,72.9,4.00E-05,-2.4,-0.9
ENSG00000204628,GNB2L1,"guanine nucleotide binding protein (G protein), beta polypeptide 2-like 1",10,1.2,45.5,10,0.9,27.9,1.2,71.9,4.00E-05,0.9,1.5
ENSG00000078140,UBE2K,ubiquitin-conjugating enzyme E2K,10,-0.8,27.5,10,-2.3,52.9,-0.9,71.8,4.00E-05,-2.4,-0.8
ENSG00000101158,NELFCD,negative elongation factor complex member C/D,10,-1.5,45.1,10,-1.1,17.4,-1.3,60.9,4.00E-05,-1.9,-1
ENSG00000175792,RUVBL1,RuvB-like AAA ATPase 1,8,-1.8,28.9,9,-1.4,17.5,-1.7,44.1,4.00E-05,-2.4,-1.3
ENSG00000241370,RPP21,ribonuclease P/MRP 21kDa subunit,10,1.2,11.4,10,2.2,36.6,2.1,43.9,4.00E-05,1.3,2.9
ENSG00000166887,VPS39,vacuolar protein sorting 39 homolog (S. cerevisiae),8,-1.7,26.2,8,-1.7,45,-1.7,70.8,5.00E-05,-2.4,-1.4
ENSG00000135763,URB2,URB2 ribosome biogenesis 2 homolog (S. cerevisiae),10,0.3,1.75,10,1.4,45.7,1.3,43.7,5.00E-05,0.8,2.3
ENSG00000165702,GFI1B,growth factor independent 1B transcription repressor,9,-1.6,13.7,9,-2.4,32.7,-2.3,43.6,5.00E-05,-2.9,-1
ENSG00000122482,ZNF644,zinc finger protein 644,10,-1.1,26.8,10,-2.3,37.3,-1.2,60.3,6.00E-05,-2.5,-0.9
ENSG00000088038,CNOT3,"CCR4-NOT transcription complex, subunit 3",10,-2.2,27.9,10,-2.8,33.7,-2.7,60,6.00E-05,-4.2,-1.9
ENSG00000113558,SKP1,S-phase kinase-associated protein 1,6,-1.9,48,6,-1.1,15,-1.8,59.9,6.00E-05,-2.8,-1.4
ENSG00000188986,NELFB,negative elongation factor complex member B,10,-2.3,40.9,10,-1.4,22.9,-2.2,59.7,6.00E-05,-3,-1.2
ENSG00000125484,GTF3C4,"general transcription factor IIIC, polypeptide 4, 90kDa",10,-1.7,34.2,10,-1.5,26.1,-1.5,59.6,6.00E-05,-2.1,-1.1
ENSG00000072506,HSD17B10,hydroxysteroid (17-beta) dehydrogenase 10,9,-1.7,34,8,-2.2,27.2,-1.9,59.6,6.00E-05,-2.8,-1.4
ENSG00000100441,KHNYN,KH and NYN domain containing,8,-1.1,35.9,8,-0.9,24.5,-1,59.3,6.00E-05,-1.4,-0.7
ENSG00000102103,PQBP1,polyglutamine binding protein 1,10,-2,40.6,10,-1.3,21.2,-1.8,58.6,6.00E-05,-2.7,-1.4
ENSG00000116874,WARS2,"tryptophanyl tRNA synthetase 2, mitochondrial",10,-1,16.7,10,-2.9,49,-2.8,58.4,6.00E-05,-4.3,-1.5
ENSG00000153037,SRP19,signal recognition particle 19kDa,10,-1.7,26.1,10,-2.4,47.3,-2.3,70,7.00E-05,-3,-1.5
ENSG00000184260,HIST2H2AC,"histone cluster 2, H2ac",10,-0.6,42.5,10,-1.5,32,-1.7,70,7.00E-05,-2.4,-1
ENSG00000120705,ETF1,eukaryotic translation termination factor 1,9,-1.7,39.1,9,-1.6,30.9,-1.7,69.4,7.00E-05,-2.4,-1.3
ENSG00000136715,SAP130,"Sin3A-associated protein, 130kDa",10,-1.4,48.1,10,-0.8,25.8,-1.2,69.4,7.00E-05,-1.6,-0.9
ENSG00000167881,SRP68,signal recognition particle 68kDa,10,-1.7,37.7,10,-1.1,33,-1.3,68.1,7.00E-05,-1.9,-0.9
ENSG00000143515,ATP8B2,"ATPase, aminophospholipid transporter, class I, type 8B, member 2",10,-0.9,33,10,-0.9,35.3,-0.9,67.9,7.00E-05,-1.3,-0.7
ENSG00000179041,RRS1,RRS1 ribosome biogenesis regulator homolog (S. cerevisiae),8,1.6,40.5,8,1.5,18,1.5,58.1,7.00E-05,1.2,2.2
ENSG00000143155,TIPRL,TOR signaling pathway regulator,10,-1.6,21.5,10,-2,37.2,-1.7,57.7,7.00E-05,-2.7,-1.3
ENSG00000171793,CTPS1,CTP synthase 1,10,-1.3,55.3,10,-0.6,6.55,-1.2,57.6,7.00E-05,-1.8,-0.9
ENSG00000115446,UNC50,unc-50 homolog (C. elegans),10,1.2,23.7,10,1.1,43.2,1.1,66.4,8.00E-05,0.8,1.5
ENSG00000175390,EIF3F,"eukaryotic translation initiation factor 3, subunit F",10,1.6,41.7,10,1.4,25.5,1.5,66.2,8.00E-05,1.2,2
ENSG00000165119,HNRNPK,heterogeneous nuclear ribonucleoprotein K,10,2.1,40,9,0.7,27.1,0.8,65.8,8.00E-05,0.6,1.5
ENSG00000074201,CLNS1A,"chloride channel, nucleotide-sensitive, 1A",9,1.9,47.7,9,0.9,21.8,1.3,65.7,8.00E-05,1,2.1
ENSG00000124422,USP22,ubiquitin specific peptidase 22,10,-1.4,33.2,10,-1.5,32.8,-1.5,65.3,8.00E-05,-2,-1.1
ENSG00000089234,BRAP,BRCA1 associated protein,10,1,29.8,10,0.8,35.2,0.9,64.3,8.00E-05,0.7,1.2
ENSG00000268083,AC104534.3,N/A,10,1.8,30.1,10,2.3,35.6,2.2,63.9,8.00E-05,1.7,3
ENSG00000213593,TMX2,thioredoxin-related transmembrane protein 2,10,-2.1,43,9,-1.4,24,-1.4,63.5,8.00E-05,-2.5,-1.1
ENSG00000113643,RARS,arginyl-tRNA synthetase,10,-2.8,32.5,10,-1.9,33.7,-2.7,63.4,8.00E-05,-4,-1.7
ENSG00000265681,RPL17,ribosomal protein L17,7,1.5,14.3,9,2,50.7,2,63.1,8.00E-05,1.2,2.7
ENSG00000053501,USE1,unconventional SNARE in the ER 1 homolog (S. cerevisiae),10,1.8,20.1,10,1.2,44.9,1.1,62.8,8.00E-05,0.9,2
ENSG00000100632,ERH,enhancer of rudimentary homolog (Drosophila),8,1.4,24.3,7,1.3,38.5,1.3,62.4,8.00E-05,1,1.8
ENSG00000092199,HNRNPC,heterogeneous nuclear ribonucleoprotein C (C1/C2),10,1.9,27.4,10,1.8,35.1,1.8,62.1,8.00E-05,1.2,2.3
ENSG00000124635,HIST1H2BJ,"histone cluster 1, H2bj",10,-1.3,11.1,10,-1.8,52.3,-1.7,61.5,8.00E-05,-2.6,-1.3
ENSG00000123144,C19ORF43,chromosome 19 open reading frame 43,10,1.1,40.9,10,0.9,21.3,1,61.3,8.00E-05,0.8,1.4
ENSG00000147679,UTP23,"UTP23, small subunit (SSU) processome component, homolog (yeast)",10,-0.9,14.1,10,-2.3,53.5,-2.2,61.2,8.00E-05,-3.4,-1.7
ENSG00000122958,VPS26A,vacuolar protein sorting 26 homolog A (S. pombe),10,-1.9,48.2,10,-1.2,14.6,-1.5,59.5,8.00E-05,-2.4,-1.2
ENSG00000182173,TSEN54,TSEN54 tRNA splicing endonuclease subunit,10,-1,33.7,10,-1.3,27.9,-1.2,59.4,8.00E-05,-1.6,-0.9
ENSG00000119616,FCF1,FCF1 rRNA-processing protein,9,-1.3,8.53,10,-1.6,52,-1.3,59.3,8.00E-05,-2.1,-0.8
ENSG00000138069,RAB1A,"RAB1A, member RAS oncogene family",10,0.8,30.7,10,0.8,28.9,0.8,59.1,8.00E-05,0.6,1.1
ENSG00000185130,HIST1H2BL,"histone cluster 1, H2bl",10,-2.6,33.8,10,-3.1,26.8,-3,59.1,8.00E-05,-4.8,-2.4
ENSG00000164414,SLC35A1,"solute carrier family 35 (CMP-sialic acid transporter), member A1",10,2,47.1,10,0.8,14.8,0.8,58.8,8.00E-05,0.6,2
ENSG00000126261,UBA2,ubiquitin-like modifier activating enzyme 2,9,0.8,22.6,10,1.5,40.4,1.4,58,8.00E-05,0.9,1.8
ENSG00000273088,RP11-201K10.3,N/A,10,-1,16.3,10,-1.6,46.1,-1.6,57.9,8.00E-05,-2.1,-1
ENSG00000043093,DCUN1D1,"DCN1, defective in cullin neddylation 1, domain containing 1",10,-0.9,28.8,10,-0.9,29.4,-0.9,57.8,8.00E-05,-1.2,-0.7
ENSG00000158042,MRPL17,mitochondrial ribosomal protein L17,10,-1.8,25.4,10,-2.2,33.2,-2.1,57.6,8.00E-05,-3.3,-1.5
ENSG00000159692,CTBP1,C-terminal binding protein 1,9,1.2,21.5,9,0.9,22.7,1,43.2,8.00E-05,0.7,1.5
ENSG00000272617,RP11-343C2.12,N/A,6,-2.3,26.7,6,-2.1,31.5,-2.3,57.3,9.00E-05,-3.7,-1.9
ENSG00000092094,OSGEP,O-sialoglycoprotein endopeptidase,10,-0.8,25.4,10,-1.6,33.8,-0.8,57.2,9.00E-05,-1.5,-0.6
ENSG00000198700,IPO9,importin 9,9,0.9,20.6,9,0.8,37,0.8,57.1,9.00E-05,0.7,1.2
ENSG00000130313,PGLS,6-phosphogluconolactonase,10,-0.6,16.9,10,-1,29.7,-0.8,43,9.00E-05,-1.2,-0.6
ENSG00000211456,SACM1L,SAC1 suppressor of actin mutations 1-like (yeast),10,-2.1,57,10,-0.6,5.22,-2.1,56.5,0.0001,-3.2,-1.6
ENSG00000262526,CTD-2545G14.7,N/A,8,0.8,22.3,8,0.9,34.8,0.9,56.3,0.00011,0.7,1.2
ENSG00000128513,POT1,protection of telomeres 1,10,-1.6,40,10,-1.6,16.5,-1.6,56.1,0.00011,-2.1,-1.1
ENSG00000115241,PPM1G,"protein phosphatase, Mg2+/Mn2+ dependent, 1G",10,-0.6,26.4,10,-1,32.9,-0.9,56.1,0.00011,-1.2,-0.6
ENSG00000149100,EIF3M,"eukaryotic translation initiation factor 3, subunit M",10,1,33.4,10,0.8,23.6,0.9,56,0.00011,0.7,1.3
ENSG00000063177,RPL18,ribosomal protein L18,10,1.7,36.3,10,0.9,25.4,1.6,55.9,0.00011,1.2,2.2
ENSG00000169554,ZEB2,zinc finger E-box binding homeobox 2,10,0.7,25,10,0.5,19,0.6,42.1,0.00011,0.4,0.9
ENSG00000087152,ATXN7L3,ataxin 7-like 3,10,0.9,36.4,10,0.8,19.6,0.9,55.5,0.00012,0.7,1.2
ENSG00000110066,SUV420H1,suppressor of variegation 4-20 homolog 1 (Drosophila),10,-1.1,29.2,10,-1.4,27.2,-1.3,54.9,0.00012,-1.7,-1
ENSG00000114491,UMPS,uridine monophosphate synthetase,10,-0.9,19.9,10,-1.2,24.3,-0.9,41.8,0.00012,-2.2,-0.7
ENSG00000167005,NUDT21,nudix (nucleoside diphosphate linked moiety X)-type motif 21,10,1.4,10.3,10,-1.5,38.9,-1.5,41.8,0.00012,-2.2,-1.2
ENSG00000163660,CCNL1,cyclin L1,10,-1.2,20.1,10,-0.8,21.4,-0.8,41.1,0.00012,-1.4,-0.5
ENSG00000114127,XRN1,5'-3' exoribonuclease 1,10,0.6,9.12,10,0.9,32.6,0.9,41,0.00012,0.6,1.3
