Table S1. Endogenous mRNA stability,,,,,
,,,,,
All half-lives are in hours,,,,,
Cell lines 1 and 4: Endogenous mRNA half-lives calculated with cell lines 1 and 4,,,,,
Cell lines 1 and 4: Endogenous mRNA half-lives calculated with cell lines 2 and 3,,,,,
Cell lines 1 and 4: Endogenous mRNA half-lives calculated with cel lines 5 and 6,,,,,
DMSO: Endogenous mRNA half-lives calculated with cell lines 1 and 4 treated with DMSO,,,,,
4EGI-1: Endogenous mRNA half-lives calculated with cell lines 1 and 4 treated with 4EGI-1,,,,,
,,,,,
Gene.Name,Cell lines 1 and 4,Cell lines 2 and 3,Cell lines 5 and 6,DMSO treatment,4EGI-1 treatment
ALDH5A1,15.87041701,4.310203071,6.435722934,5.06490372,2.5327576
ALDH6A1,22.97279595,1.19394002,2.960677049,7.764960157,3.31344886
ALDH7A1,5.556473721,1.928080633,1.995258636,2.069162397,3.246781919
ALDH8A1,NA,5.964576471,NA,NA,0.981159484
ALDH9A1,125.4709462,3.454205218,4.195064056,38.07145038,10.75332406
ALDOC,NA,22.81476019,219.9679581,NA,NA
ALG10B,4.960371354,NA,NA,2.469163659,3.999196133
ALG10,NA,0.232602855,0.79100549,6.168845311,5.025767983
ALG11,3.435606705,NA,0.258220674,3.446224559,1.167577556
ALG12,87.4072766,7.124935487,6.275160679,8.646265358,8.88736991
ALG13,4.764783194,0.399058797,0.451113652,3.011833043,4.29220244
ALG14,10.67565384,3.086307699,3.286029196,41.33220279,3.031597309
ALG1L,NA,15.63605324,6.156354602,8.000669977,NA
ALG1,8.980594145,3.217380411,4.157059816,4.910298406,NA
ALG2,2.368520576,0.237585504,0.439182628,4.587975381,3.887709812
ALG3,NA,16.43735829,45.28604794,97.7746255,8.40000058
ALG5,24.73897505,2.465836081,2.993728909,12.48077095,4.783273093
ALG6,9.498928475,0.367169285,1.45094258,4.767264679,3.62136597
ALG8,34.45562814,5.393918311,26.15614688,23.45434642,5.314185648
ALG9,13.32806011,1.34315295,2.029445203,3.668077872,NA
ALKBH1,10.03508248,0.448150235,0.755225884,16.47798124,2.134706566
ALKBH2,16.51497433,2.456245955,4.024018592,34.08569246,3.253257001
ALKBH3,70.83200954,1.813954459,2.280576757,18.50773994,4.47342586
ALKBH4,3.516319285,1.406407154,1.123087127,2.016910099,2.331818425
ALKBH5,6.155986882,1.079666648,1.081880912,5.915580552,4.160939849
ALKBH6,27.39687939,22.64505803,20.6251745,45.98954913,4.408533921
ALKBH7,233.9701184,NA,NA,NA,7.419219123
ALKBH8,3.70521152,NA,NA,4.449558186,2.308099073
ALMS1,6.680119642,NA,NA,3.595107913,6.618629456
ALOX12B,NA,NA,NA,1.975264547,NA
ALOXE3,27.47257366,NA,NA,NA,NA
ALPK1,13.86432441,0.31808342,0.826217517,4.859084977,1.984627888
ALPK3,NA,NA,NA,NA,0.648937314
ALPL,NA,9.572760819,65.05140246,19.24703989,5.320523415
ALS2CL,12.79461634,NA,NA,2.993700774,86.70912565
ALS2CR12,NA,NA,NA,1.748394184,3.083835726
ALS2,5.997287694,0.238596587,0.450792167,4.066737851,4.428809423
ALX1,3.026874982,0.342453663,0.522700068,6.840169727,3.039204133
ALX4,2.807520842,0.257052111,NA,1.923452143,2.635455666
ALYREF,11.71517571,6.290528873,7.531904017,16.73653901,5.058431021
AMACR,2.478192174,NA,0.445160148,2.32029914,2.252152088
AMBN,NA,84.9416008,4.137910983,NA,NA
AMBRA1,7.990682583,0.494782934,0.767998,5.261647822,2.979277582
AMD1,3.515884507,NA,NA,4.478172356,2.376738796
AMDHD1,6.384231704,NA,NA,NA,2.183442962
AMDHD2,5.145436607,2.271326218,1.719604928,1.925350082,1.752026727
AMER1,3.753190288,NA,0.581744648,3.540622616,3.03116509
AMFR,19.06335475,2.424835509,2.83364788,6.580740047,7.242457811
AMHR2,9.112602442,11.86413072,NA,NA,NA
AMH,51.16477577,30.34107559,4.147241868,7.901325018,0.707703539
AMIGO1,NA,NA,0.307752673,NA,NA
AMIGO2,2.538007795,NA,NA,1.052706584,2.578719299
AMIGO3,5.721570619,5.034049358,2.557314129,6.465390309,0.437482581
AMMECR1L,5.779393818,NA,NA,6.311383855,2.124457358
AMMECR1,4.946358231,NA,NA,2.753791764,NA
AMN1,13.73660951,0.690403539,NA,3.703454425,112.4646413
AMOTL1,8.004505206,NA,0.272878397,4.0844621,3.688395711
AMOTL2,1.233088933,NA,NA,1.181833668,0.767962587
AMOT,4.026113927,NA,0.458980912,2.482528601,0.909734219
AMPD2,9.42115727,2.301191273,2.877680535,7.224993728,7.006282429
AMPH,21.64346178,1.435798875,0.704498387,11.79124923,4.879783242
AMT,NA,11.45840673,3.293480716,5.290285367,13.11150265
AMZ2,22.935248,3.040012923,6.297467528,13.72237819,3.164801531
ANAPC10,10.81668022,0.489444571,0.603399142,10.29124248,4.432064303
ANAPC11,NA,NA,NA,NA,30.83957761
ANAPC13,5.02988893,0.220616655,0.706640867,10.04723349,3.75675612
ANAPC15,27.1669473,NA,79.08281174,NA,12.91855509
ANAPC16,215.2035186,22.59125489,17.23028517,NA,3.679935515
ANAPC1,4.204238889,NA,NA,1.600191349,2.610077053
ANAPC2,26.49355939,4.413288968,3.437549201,4.790526135,5.948958716
ANAPC4,8.198650759,NA,NA,2.126361573,4.892362603
ANAPC5,NA,5.078867875,7.984589192,12.52033674,7.647397793
ANAPC7,9.434079696,1.455193234,1.633667193,4.92465166,2.939997643
ANGEL1,5.538116928,1.210105245,1.14780675,2.956939155,4.014341977
ANGEL2,NA,NA,0.177438245,NA,NA
ANG,NA,NA,26.82109102,NA,12.08532785
ANK1,NA,0.401033072,0.851028054,NA,NA
ANK2,4.706137986,NA,NA,1.085311701,2.546458615
ANK3,6.609677739,NA,0.304768784,2.49855706,2.418464371
ANKAR,15.11185357,0.182039717,NA,12.60537023,2.194975836
ANKDD1A,NA,5.392417339,NA,NA,NA
ANKEF1,6.002655599,0.627776475,0.664295543,7.974317084,0.921478853
ANKFY1,15.43858374,0.245971199,0.53621864,5.315187069,4.289895768
ANKHD1-EIF4EBP3,6.480431084,NA,1.169626996,NA,NA
ANKHD1,NA,0.912630028,2.408857785,NA,NA
ANKH,1436.906306,2.205346016,2.216366864,14.58345302,6.707319315
ANKIB1,14.08544511,NA,0.236314843,5.494918516,2.917195654
ANKK1,NA,NA,NA,NA,2.686752528
ANKLE1,18.12210118,1.307440057,1.017636743,27.34483648,0.541875807
ANKLE2,9.180706267,0.944233296,0.833632734,5.72240857,5.30807378
ANKMY1,4.110986763,NA,0.406761593,1.240055444,2.593119301
ANKMY2,6.444727311,NA,0.430217543,NA,5.653260205
ANKRA2,4.314128092,NA,0.445483611,2.471269982,2.700203735
ANKRD10,43.3337425,3.021651009,3.122436814,37.07064538,4.677510999
ANKRD11,45.08873022,0.918285793,1.117650974,9.897858818,1.576908116
ANKRD12,8.401273883,NA,NA,2.238172741,2.3857314
ANKRD13A,17.88515944,0.608315757,0.860943139,4.781606024,4.804654272
ANKRD13B,15.06697917,3.537986064,3.825108968,7.528055574,9.429365792
ANKRD13C,4.889449093,NA,NA,4.252791606,2.269435462
ANKRD13D,7.110594815,1.642241961,1.786541171,4.769391402,5.112080218
ANKRD16,2.30574557,0.233093832,0.508173734,1.455038949,2.111526947
ANKRD17,3.652842171,NA,NA,1.925451826,2.232031401
ANKRD18A,4.011159106,NA,NA,1.547770835,7.183840596
ANKRD18B,5.501330434,0.755212967,0.359787294,4.740737951,3.086910888
ANKRD1,0.829372211,NA,NA,NA,NA
ANKRD23,10.15794786,2.504664399,0.919683184,4.427501419,1.661750884
ANKRD24,21.06539141,9.133192661,3.753650717,3.775627467,3.49651132
ANKRD26,4.459301934,NA,NA,1.810884435,5.843475698
ANKRD27,16.06921039,0.424935765,0.845648666,6.565496595,8.280800018
ANKRD28,4.01823903,NA,NA,1.897332268,2.246841114
ANKRD29,15.22621641,NA,NA,NA,NA
ANKRD31,NA,NA,NA,0.400572963,1.189292837
ANKRD33B,3.4770071,NA,NA,15.77832103,501.7455795
ANKRD34A,3.060773727,0.308232224,0.810709345,2.080890591,1.222524801
ANKRD34B,14.95476508,NA,NA,6.288331806,8.859992061
ANKRD36B,5.84920107,0.682849325,NA,3.456653866,6.78132221
ANKRD36C,4.130438936,NA,NA,1.764210353,6.566772147
ANKRD36,4.588632484,NA,NA,1.670192825,5.928587932
ANKRD37,4.773267632,1.388597861,NA,2.289972053,16.25605097
ANKRD39,5.288150738,2.329642195,1.815110444,4.392373611,12.15205717
ANKRD40,8.56938116,0.721396211,0.915275442,11.79883185,2.34496351
ANKRD42,13.13332287,0.71209052,1.062073567,9.495045883,2.473947354
ANKRD44,NA,0.476850137,NA,NA,NA
ANKRD46,16.85005239,0.525887704,NA,13.14628482,4.242692599
ANKRD49,4.283079398,NA,NA,3.748657069,2.498915842
ANKRD50,3.435992103,NA,NA,2.316907969,4.907606487
ANKRD52,11.21321341,0.710445319,0.963940625,4.239747565,7.328018803
ANKRD54,184.4183535,3.844587899,4.597157491,14.48857631,2.679089404
ANKRD61,76.16911516,2.448142185,3.655232689,2774.258039,1.087558859
ANKRD6,12.52288166,0.773823567,1.121101662,3.941753649,2.293018536
ANKRD7,NA,NA,NA,11.09564224,3.120475301
ANKRD9,NA,NA,1.773354261,NA,NA
ANKS1A,12.18530791,0.544541763,0.634976459,4.404056154,3.582040089
ANKS1B,1.792977718,NA,NA,1.828057519,2.315749519
ANKS3,NA,4.64089651,5.053991485,7.313786331,5.351410035
ANKS6,13.80351781,1.477594866,1.930414478,4.764432978,4.377276016
ANKZF1,22.99012259,0.719366702,1.029825298,3.349275498,8.597718637
ANLN,4.069462571,NA,NA,2.226708718,15.0226638
ANO10,37.28013065,3.905572875,3.742426102,6.855676807,9.183791567
ANO5,13.96737211,NA,NA,2.046833203,6.313364161
ANO6,6.154676548,NA,NA,2.758760836,5.149221112
ANO8,21.84764498,2.848505828,3.402783724,5.104510809,4.869203824
ANP32A,21.14826887,6.179551452,14.41720022,NA,4.576004732
ANP32B,38.81070739,5.151351855,9.660727478,95.02968189,7.510758397
ANP32E,6.54931401,0.40253948,0.597260133,10.2325378,3.659321912
ANPEP,NA,10.04603466,NA,NA,NA
ANTXR1,6.038526578,0.433756832,0.670610634,2.537846718,NA
ANTXR2,7.059549474,NA,NA,1.829726167,9.764980302
ANXA11,45.11244537,3.97990051,5.638578213,12.65381853,7.531002253
ANXA1,4.386979331,NA,1.776928834,4.295373258,8.356442446
ANXA2R,2.397218971,1.083500003,NA,2.589086831,0.742634174
ANXA3,13.73039303,NA,NA,NA,NA
ANXA4,NA,3.421637099,3.542055295,NA,4.115033399
ANXA5,NA,7.294998199,41.99465325,NA,26.34628845
ANXA6,NA,6.517870121,9.14344306,10.8852257,9.067327176
ANXA7,15.64163437,1.549532519,2.156171068,8.339459061,5.715219496
ANXA8L1,NA,NA,NA,NA,3.680836956
AOC2,NA,6.531850876,3.940477751,NA,2.88120959
AOC3,NA,31.91442927,NA,NA,1.046001166
AP1AR,11.03361833,NA,NA,7.150315143,2.917886943
AP1B1,NA,9.543816005,10.06736712,15.09579582,6.771048133
AP1G1,10.99651609,NA,0.470690846,4.161455799,5.09826154
AP1G2,12.52621536,0.944264483,1.190602644,3.215773165,5.979044318
AP1M1,NA,9.93223415,16.65166035,76.03427483,12.5489711
AP1S1,NA,NA,NA,NA,18.15248968
AP1S2,NA,1.998176153,3.424323965,13.83467918,60.01121425
AP1S3,2.704273162,NA,NA,2.989600053,4.943632169
AP2A1,NA,15.35206764,14.50340656,68.87231248,6.936510896
AP2A2,NA,1.359796759,2.156385026,NA,NA
AP2B1,NA,4.266379715,9.746481623,109.1237546,8.54551263
AP2M1,NA,51.43471027,2351.787272,NA,13.5438278
AP2S1,NA,NA,NA,NA,136.2522132
AP3B1,5.237899728,0.445724616,0.567331357,3.563611157,6.959333525
AP3B2,16.17698228,3.552984718,NA,3.33605767,4.42873294
AP3D1,13.39859928,3.321350281,3.893917434,4.452513505,5.092697226
AP3M1,8.733731563,0.406658972,0.491583013,9.064227038,5.941462021
AP3M2,44.54888802,1.162550498,1.564979381,20.50693056,16.28096545
AP3S1,59.50598919,2.351809272,6.202790825,17.83024756,49.01788397
AP3S2,14.76921992,2.87238366,4.731068159,4.646713892,5.518492993
AP4B1,4.573116326,0.298983541,0.396125497,2.160207381,1.886639741
AP4E1,4.518284841,NA,NA,1.63672349,1.96067486
AP4M1,12.72901569,1.760512903,2.957615407,5.451853604,36.2931016
AP4S1,20.78307702,NA,0.738292476,6.0055337,2.671602361
AP5B1,2.525588247,NA,0.27985113,1.923623817,1.449105444
AP5M1,7.367763257,0.171355968,NA,4.605274027,2.491484731
AP5S1,1.893242108,1.464047268,1.307441294,1.631870312,3.273702762
AP5Z1,13.99824192,2.49065615,1.80703185,3.900353139,2.209733539
APAF1,9.024520962,NA,NA,5.285669195,2.25224723
APBA3,NA,1.022460677,1.339407356,NA,NA
APBB1,NA,13.97571091,58.64912125,NA,9.735280013
APBB2,9.914541811,NA,0.409142362,2.725233446,3.609998475
APBB3,4.657245647,0.921989027,0.664505149,2.060197146,3.039976904
APC2,NA,NA,NA,6.6003791,NA
APCDD1,2.079196243,NA,NA,0.898635167,2.660720038
APC,5.017601066,NA,NA,2.910691948,1.614193135
APEH,39.0360223,4.702458188,5.884453444,5.235241169,7.440486731
APEX1,34.91395085,5.420259189,7.006249644,62.96620528,3.588701753
APEX2,9.003160755,1.767564485,2.348489508,7.355867194,3.832955379
APH1A,NA,NA,17.3013975,990.5107175,5.555772771
APH1B,12.43483632,2.402480281,0.994974591,5.268283235,2.543559792
API5,15.07142619,0.592457065,0.687739893,8.663910452,4.918173183
APIP,NA,4.109971608,6.525839893,63.79640556,41.75035368
APITD1-CORT,14.87645273,6.02161529,4.591566826,NA,2.675261572
APLF,4.106879256,NA,NA,1.377479284,16.82467138
APLP1,NA,14.15646959,19.88683306,24.20708787,10.81522899
APLP2,68.60049897,13.51172998,41.5716968,57.16934513,11.50894875
APMAP,NA,6.652239657,8.916212409,35.65082153,10.28801752
APOBEC3B,10.66849474,4.89580031,5.070335514,7.212436473,2.280576741
APOBEC3C,13.85682533,4.729628763,4.377560789,11.21737013,4.451025473
APOBEC3D,35.26918163,1.344754588,2.081427459,170.5917488,5.906112332
APOBEC3F,NA,1.009784269,3.174866862,17.48878233,NA
APOE,NA,NA,NA,NA,1.369336726
APOL2,5.9218859,0.449274134,0.544067891,3.608724661,2.403427639
APOOL,NA,0.884023278,2.148643411,14.13008309,7.577701621
APOO,68.39985806,4.777168508,21.47407143,19.93864306,11.84818161
APOPT1,NA,14.92089691,10.65699663,NA,6.580229415
APPBP2,8.857453791,NA,NA,4.556647454,1.785028563
APPL1,13.86033061,NA,1.128444074,4.193767608,6.060623012
APPL2,4.861112025,NA,0.442609933,1.646941463,5.653990877
APP,434.6059883,8.009764346,13.01893858,NA,12.73429868
APRT,22.46945517,13.23851903,11.64550365,5.890624595,50.35232883
APTX,90.17154578,3.400342979,5.369826394,NA,5.430672495
AQP11,1.301649427,0.257798593,0.309707549,NA,NA
AQP1,NA,NA,0.191725913,NA,0.235520027
AQP3,9.985225708,25.19293439,159.4214167,53.49444092,4.421426649
AQR,6.66344387,NA,NA,3.208461188,3.804584098
ARAF,29.44103162,3.283101038,3.973553794,11.88030351,5.268761822
ARAP1,26.10996402,2.484048877,2.729774163,4.349588671,18.32998805
ARAP2,3.839374043,NA,NA,2.271375315,4.529708954
ARAP3,220.2621155,0.377150822,2.737230542,8.212429241,NA
ARCN1,9.328113673,0.54311179,0.215697872,9.708744809,3.996405185
ARC,NA,NA,0.791681784,NA,219.9803946
AREL1,25.88399328,0.747875463,0.839817062,13.19055105,8.219980791
ARF1,NA,22.12808936,188.0844978,NA,19.8718813
ARF3,107.8501252,10.20340678,13.66236582,38.89782189,5.747846121
ARF4,64.1198061,2.183310281,2.319149983,53.1755941,7.70724006
ARF5,NA,NA,NA,NA,13.12714624
ARF6,1.316581825,NA,0.361101715,2.63484498,1.597593701
ARFGAP1,8.881000466,NA,1.513568235,2.043832612,NA
ARFGAP2,10.34600066,1.936563147,2.561678318,4.135693739,5.503773002
ARFGAP3,6.6588336,0.180767936,0.655843555,3.144060859,NA
ARFGEF1,7.507188378,NA,NA,1.773590276,2.979391822
ARFGEF2,5.359817796,NA,NA,1.788606973,3.001297232
ARFGEF3,6.342608724,NA,0.172869919,1.975225284,15.05342312
ARFIP1,5.163943266,NA,NA,17.39998154,5.807980764
ARFIP2,15.92519184,7.439958914,7.400801448,11.14351999,3.727485492
ARFRP1,7.587708565,1.186678644,1.009965573,NA,7.15679283
ARG2,104.276066,3.076950737,3.687375475,13.33464835,12.66627849
ARGLU1,10.54415513,0.571998648,0.833915171,10.19572475,47.12230259
ARHGAP10,3.11423509,0.474725273,0.62976812,1.109379813,2.222609881
ARHGAP12,5.091579013,NA,NA,4.64061281,2.800193667
ARHGAP17,13.18835841,1.489347651,2.423231151,8.731236551,5.622854843
ARHGAP18,5.852111564,NA,NA,2.046825556,4.203647179
ARHGAP19,15.70501391,0.860249435,0.665946421,4.324215646,17.97423036
ARHGAP1,10.67184435,1.992873623,2.109691572,7.501955627,3.259437767
ARHGAP20,4.02151645,NA,NA,2.199572855,2.394339555
ARHGAP21,5.629624558,NA,NA,5.599971806,3.57101701
ARHGAP22,3.082168553,NA,0.705850665,1.785559548,4.81354376
ARHGAP24,8.101223586,0.22729046,0.439615119,30.53375742,0.57651284
ARHGAP26,4.436712385,NA,NA,1.650824698,3.118583204
ARHGAP28,NA,NA,NA,0.916133777,NA
ARHGAP29,4.440936344,NA,NA,1.869932632,3.798554696
ARHGAP30,NA,NA,NA,NA,0.84364639
ARHGAP31,6.090710482,NA,0.542919044,3.734251292,0.797821874
ARHGAP32,12.68266397,NA,0.218621374,3.84024492,20.39820756
ARHGAP33,13.63708587,3.7578587,2.776525622,4.361462557,4.499098895
ARHGAP35,5.769039938,NA,0.421248482,3.927922407,2.195863125
ARHGAP39,16.69944829,1.427309204,1.609446554,4.950209658,2.566351565
ARHGAP40,NA,NA,NA,NA,3.828484196
ARHGAP42,NA,NA,NA,0.489583496,4.553965115
ARHGAP44,30.59097979,0.762063034,0.739037417,5.0172817,7.029203268
ARHGAP45,88.73930101,1.270974109,2.470054838,4.368008163,21.54979952
ARHGAP4,10.07387781,NA,1.194616416,2.425435401,1.533304105
ARHGAP5,4.929707685,NA,NA,2.582429358,6.346949053
ARHGDIA,13.33638615,32.52288631,19.73509186,12.36528255,5.065814262
ARHGDIG,14.50905973,23.8609906,4.563576175,7.061718904,NA
ARHGEF10L,15.0829787,0.470558052,0.896722987,1.783483915,123.365427
ARHGEF11,9.67903436,0.604011212,0.773429819,4.144386387,2.727931362
ARHGEF12,6.14445101,NA,0.320020015,2.451453419,4.033780341
ARHGEF16,6.464012351,NA,2.177244747,2.209353421,5.266462847
ARHGEF17,5.106107147,0.480985758,0.321232072,0.887655949,2.749701822
ARHGEF18,86.84398243,3.724927979,4.950962253,16.37299197,5.202079239
ARHGEF19,153.1053295,2.103253852,4.363187887,188.3269576,1.489135226
ARHGEF1,NA,8.405257762,6.491837752,6.602974436,5.492830458
ARHGEF25,31.78521284,3.020963704,3.820923485,6.809937968,5.373133979
ARHGEF28,4.03647892,NA,NA,1.164868479,1.548610473
ARHGEF2,23.58610139,1.558191729,1.940351378,8.290470248,6.350856043
ARHGEF37,14.95384582,0.512786001,NA,2.9160259,7.298021469
ARHGEF39,6.16624522,2.367997323,1.943693283,3.914467521,0.511930776
ARHGEF3,5.131694746,NA,0.137749735,4.54041526,1.949197843
ARHGEF40,12.63679721,0.925901862,0.495570223,3.139562527,11.98836181
ARHGEF4,6.985876495,0.518337499,0.875573335,1.093618555,2.993914422
ARHGEF6,7.027749704,0.94777674,NA,2.712229592,7.313750224
ARHGEF7,10.02795568,0.528006861,0.76875996,5.254428239,21.90222835
ARHGEF9,4.517578873,0.160157893,0.383405624,1.639416903,3.647714743
ARID1A,4.848914272,0.12933608,0.362326072,3.683580845,1.628231633
ARID1B,4.889202665,NA,NA,1.847651873,0.875338761
ARID2,6.486824475,NA,NA,4.576971946,2.330618662
ARID3A,21.70916768,1.62962603,2.19753121,59.00025761,11.05715058
ARID3B,13.29973115,1.342026623,2.164669634,5.608294725,7.242780277
ARID3C,NA,NA,NA,NA,9.639232436
ARID4A,3.914614476,NA,NA,1.84398726,2.455491991
ARID4B,4.000295342,NA,NA,6.885679766,5.200679149
ARID5A,3.152251288,2.003674812,2.450430149,2.718410372,3.464543821
ARID5B,2.14455321,NA,NA,25.25093487,1.403765549
ARIH1,4.171958851,NA,NA,1.981023671,5.120269795
ARIH2OS,0.786007626,0.310646016,0.46598159,0.682262974,NA
ARIH2,10.81388161,1.632021283,1.840002568,7.414383027,3.830828586
ARL10,6.275445378,1.02114935,1.378541132,3.127062815,5.709725881
ARL13B,6.840563372,NA,NA,6.218453129,2.881802458
ARL14EP,6.66203004,0.5219384,0.607700229,13.16786108,2.659406145
ARL15,8.095785599,0.402168319,0.333633201,3.96814224,4.166859039
ARL16,3.416318931,2.765398244,4.642856116,4.045774736,2.022816721
ARL1,12.09843823,0.923934892,1.427983727,8.930724558,5.291205368
ARL2BP,18.65775362,3.009488296,3.461920232,10.2285224,4.193120283
ARL2,NA,148.5300247,92.20932487,NA,5.880658474
ARL3,NA,24.1013756,32.39094235,NA,11.59048758
ARL4A,1.565487828,NA,NA,1.347356716,1.234086618
ARL4C,2.751300652,NA,0.455046818,4.257828138,1.631299022
ARL4D,2.109224953,0.437362045,0.56296273,1.950554163,1.504621135
ARL5A,10.36664357,0.617843304,0.573629239,10.21916186,17.8418432
ARL5B,3.297304276,NA,NA,4.042559002,4.741905243
ARL6IP1,14.65170665,1.592457442,2.048478387,48.81028828,7.987463883
ARL6IP4,29.05882961,36.00684812,37.47803335,364.5428949,3.046592404
ARL6IP5,19.86484401,2.277496716,3.980815617,NA,6.518408407
ARL6IP6,46.62665734,0.476442293,0.83495844,10.44466617,7.758937771
ARL6,23.14035899,NA,7.551288046,27.74445479,9.208604055
ARL8A,9.130339285,0.962496709,1.796544599,8.255668178,3.648545684
ARL8B,318.5342699,1.519819494,2.422284769,38.38099866,6.573143601
ARL9,NA,NA,NA,NA,0.987478243
ARMC10,NA,3.694043488,5.344276524,17.6186443,NA
ARMC12,4.230490258,NA,NA,NA,4.372082975
ARMC1,12.71405892,0.419742408,0.309780244,6.510548555,3.918081203
ARMC2,15.94308648,2.672382471,2.272467585,13.97976987,2.463045343
ARMC4,7.744428011,0.423436536,NA,100.5782187,3.339342689
ARMC5,2.502159352,3.746438831,2.857059796,3.386613376,1.483656928
ARMC6,15.16429126,2.866711398,3.010957765,5.814014288,5.774195795
ARMC7,9.662081428,2.626341803,2.406435379,9.813695102,2.282051827
ARMC8,4.549280181,NA,0.203205826,2.661805818,3.522495178
ARMC9,9.756236595,1.722194222,1.642615644,5.19006746,7.215920472
ARMCX2,5.445058742,1.542051015,1.263098354,8.708904582,NA
ARMCX3,25.62430147,1.30108238,1.899420539,17.87411931,10.94133909
ARMCX4,0.789439839,NA,NA,NA,0.571942761
ARMCX5,2.519460739,NA,NA,1.618328234,2.551106532
ARMCX6,3.52466088,1.165201229,1.46586988,8.589191571,1.745585368
ARMT1,7.860062549,NA,NA,4.60723169,4.444965653
ARNT2,4.752881962,NA,NA,0.913096656,3.067913891
ARNTL2,7.27061007,1.133741513,0.630771084,2.808308592,4.90102839
ARNTL,9.771401517,0.447986884,0.554441301,NA,7.489386943
ARNT,12.12659749,0.369022974,0.732742322,7.328322108,10.5432823
ARPC1A,NA,7.794390606,14.23938945,NA,17.28585074
ARPC1B,88.48144117,6.229612599,10.47995758,9.076704952,11.73093199
ARPC2,31.87507579,4.849111879,6.958573248,59.43627752,8.558806105
ARPC3,NA,37.87887296,NA,NA,31.52451368
ARPC4,12.03153258,3.413973887,6.45539191,8.039454338,5.740415314
ARPC5L,6.595800155,2.905688653,2.805903189,11.00316459,3.427856598
ARPC5,180.6331373,4.122465114,3.858348284,NA,3.65794472
ARPP19,4.13442786,NA,NA,4.691850207,6.161795156
ARRB1,9.137919035,1.047309081,0.888418409,4.602483771,3.880741469
ARRB2,NA,46.16191252,NA,NA,8.234474191
ARRDC1,5.140353735,1.721929299,1.70225081,2.380201791,4.776905778
ARRDC2,3.606063776,0.780019967,1.14031479,4.298738432,3.088556524
ARRDC3,3.249643331,NA,NA,1.394552854,1.532312362
ARRDC4,7.371450035,NA,NA,2.06568008,3.702982464
ARSA,5.382931684,1.016800818,1.132298233,1.943882856,2.75269655
ARSB,4.464939291,0.75013646,0.950802665,4.38060833,0.803598863
ARSG,NA,0.337699033,NA,NA,NA
ARSJ,2.379744992,NA,NA,1.49808694,9.598515716
ARSK,9.244222535,0.735247779,0.573433549,45.32835497,3.364165755
ART5,25.52357933,4.296260729,9.673266849,1.682261491,1.575727769
ARV1,7.433810674,0.790509493,0.910951549,6.493662092,2.334658237
ARVCF,11.58158052,1.530069667,1.5974959,2.408883644,18.63326327
AS3MT,26.02696467,0.894597358,1.047229611,5.441351311,54.50132913
ASAH1,83.5084827,4.559248935,6.922728916,36.18178265,4.706982501
ASAP1,2.59074414,NA,NA,1.121941352,2.19597766
ASAP2,5.17668004,NA,NA,2.160122724,4.327907936
ASAP3,5.772062643,0.503701092,0.540046102,1.48217884,14.22713055
ASB12,NA,NA,5.171372278,NA,NA
ASB13,9.605756084,1.41015902,1.746060895,3.411371029,1.524076411
ASB1,15.32605583,0.815573509,1.171324925,4.523582378,12.09266302
ASB6,3.765093567,0.686153043,0.909967645,3.550681282,2.681415516
ASB7,4.458119501,NA,NA,4.905760358,2.205315002
ASB8,10.18390158,0.681768978,0.772233927,14.52216728,3.563826521
ASCC1,7.401255644,0.537489714,0.60683494,3.230489367,4.786072242
ASCC2,23.45849135,4.143110088,3.800614501,13.30316373,6.266087065
ASCC3,4.791606452,NA,NA,2.002531097,1.832229102
ASF1A,6.084301346,0.541733088,0.527181975,13.51999982,1.882806077
ASF1B,9.006320905,2.859317948,3.59875478,9.317550283,2.254272451
ASGR1,NA,1.133715388,3.321361974,NA,2.71034085
ASH1L,4.620218597,NA,NA,3.478920425,3.877430969
ASH2L,5.888952145,0.489172947,0.610500501,1.994273612,2.381218277
ASIC1,NA,4.641132695,5.825470572,6.743187625,10.28863533
ASIC3,NA,17.76553637,33.54155516,NA,3.807245923
ASIC4,NA,NA,2.764624557,NA,NA
ASL,22.24628534,2.278243687,2.792790484,9.199913189,4.115160339
ASNA1,27.49692096,12.91978135,21.77744476,62.5490704,4.348810881
ASNSD1,2.278121799,NA,NA,1.813870719,2.272359967
ASNS,NA,NA,44.58756191,NA,19.02804078
ASPHD1,11.73699923,4.881572593,6.402037827,24.96136717,10.32636741
ASPHD2,4.16384083,NA,NA,2.538374468,4.187856607
ASPH,5.514054119,0.261452048,0.323278211,2.023451686,6.129705151
ASPM,9.72256387,NA,NA,9.509600365,3.250097659
ASPRV1,37.20258943,NA,9.959867477,3.340396724,3.220815196
ASPSCR1,79.8900095,4.754948443,5.08736799,4.664859605,4.167485608
ASRGL1,155.0964738,11.04006683,17.70241618,29.77900332,5.000715902
ASS1,NA,NA,130.223103,NA,81.39835884
ASTE1,NA,0.244022597,NA,NA,NA
ASTN2,21.93915648,NA,1.43288461,4.654730985,7.108721954
ASXL1,7.945629608,0.289741271,0.428319406,3.463238742,7.26603235
ASXL2,6.79211756,NA,NA,5.010875058,2.750128509
ASXL3,2.947702431,NA,NA,1.658095779,1.123563784
ATAD1,19.36725124,0.389110311,0.576306637,4.831691782,8.121522918
ATAD2B,5.654126625,NA,NA,1.98531694,3.901637995
ATAD2,4.058019539,NA,NA,1.462152065,5.278820256
