	HCC38-2	HCC1806-1	MDA-MD-453-2	MDA-MB-231-1	MCF7-2	ZR-75-2	MCF7-1	ZR-75-1	MDA-MB-231-2	MDA-MD-453-1	HCC38-1	HCC1806-2
FAAP20	0.007104796	0.002061856	0.002633311	0.001183432	0.003412969	0.000966184	0.006779661	0.004848485	0.014141414141414142	0.000846024	0.001855288	0.001145475
SKI	0.009884843	0.016910289481226713	0.019711176510847993	0.028653648509763617	0.039266032	0.017952913	0.019705745289927436	0.017009589	0.026288407393805852	0.026496301277740417	0.012766645119586296	0.016559283985889624
RER1	0.002072734	0.009270064	0.002163805	0.006919043	0.004215944	0.006129204	0.005760718	0.001610254	0.007991374	0.002746977	0.00293578	0.005438113
PEX10	0.00695165	0.010510223581119816	0.022136137	0.00926696	0.015027322404371584	0.012063831411773689	0.010001852194850898	0.007465163	0.010330973789936866	0.00762292	0.005221364	0.013516690173953926
FAM213B	0.003096295	0.011461011139674378	0.008342232	0.011230697239120261	0.010470003821169277	0.003604037	0.007620728	0.004097132	0.010152869916354198	0.007599392	0.005069865	0.00941896
TPRG1L	0.007271336	0.008288358	0.030420649167920043	0.025363643008552008	0.023126068568343382	0.009579091	0.022250791139240507	0.008474576	0.027359781121751026	0.016499349321435212	0.011913229018492176	0.011273401727235843
SMIM1	0.004048583		0.000613309		0.000618429	0.000357143	0.001060445	0.000326264		0.000530786	0.003278689	1
LRRC47	0.00757989	0.013522384140737823	0.018049767099779356	0.021613282865231082	0.022586739951906562	0.011782032400589101	0.013567852232339741	0.007548694	0.020492021	0.020483529	0.010217374645584818	0.014647930349778524
CEP104	0.00688585	0.012582781456953643	0.016858238	0.023865063699982057	0.008519207	0.008158508	0.015110305228165609	0.008460919	0.021879662	0.021335092928626415	0.008362078	0.013638465094775775
C1orf174	0.015113059529303184	0.021786492	0.039111111	0.046875	0.046307506	0.005836576	0.023128072	0.007605108	0.050798606941275366	0.053241579	0.020258470136220747	0.030214709025551345
RPL22	0.004905413	0.006127555	0.006959199	0.007123091	0.006390556	0.00576089	0.005038266	0.004448375	0.00714738	0.006062505	0.006491335	0.007039003
ICMT	0.009954971	0.013815789	0.026484147144604384	0.019077426042580337	0.020748233158270117	0.018074400440594805	0.014814814814814815	0.012781701984527414	0.016672353008074604	0.024362553	0.008939788	0.013033390131602799
