	HCC38-2	HCC1806-1	MDA-MD-453-2	MDA-MB-231-1	MCF7-2	ZR-75-2	MCF7-1	ZR-75-1	MDA-MB-231-2	MDA-MD-453-1	HCC38-1	HCC1806-2
RP11-171I2.5	0.004332414		0.003154574	0.001416431				1	0.004784689	0.001801802	0.006253553	
SESTD1	0.018785531844772184	0.022772756957172048	0.001158749	0.041851852	0.024511124279480687	0.017682677662617483	0.010558199913457378	0.015603043077966759	0.031736406	0.00147929	0.016867756786791553	0.022509807327629885
CWC22	0.024980484	0.033454287990087615	0.048273492527057205	0.046149769061861134	0.025464617583988564	0.016376663254861822	0.022677073	0.013474295	0.054492559	0.034310587632825504	0.028744939	0.033543877
SCHLAP1	0.012809315866084425	0.034385813	0.058171745	0.0375	0.011299435028248588	0.009234828	0.018633540372670808	0.006833713	0.081180812	0.007067138	0.013250883392226149	0.045499875
UBE2E3	0.005875992	0.011194482238357603	0.003320053	0.012653668843641951	0.009704996	0.005341095	0.008179412	0.005469275	0.011908535	0.003103662	0.007255859	0.010929001910921653
DNAJC10	0.006372381	0.007592485	0.008482236	0.009409873	0.007390563	0.008667589	0.005611259	0.00582905	0.00638414	0.008542623	0.004311985	0.007734382
NCKAP1	0.006670033	0.009308642	0.006090772	0.012674813487712919	0.006614258	0.006167543	0.006824661	0.003899627	0.008500713	0.007224323	0.007130771	0.009972226
NUP35	0.010447848799671304	0.025292486643673496	0.030665073675826365	0.037970811850039324	0.021221195156880614	0.019829375144108832	0.019833599462139674	0.019835555349096482	0.027776167004928964	0.021900336167688352	0.013028316362114661	0.025879020163306114
AC074182.1	0.006706671	0.008834603	0.013940501777715284	0.011084743645787798	0.013909723169234965	0.011345390651034567	0.013002939	0.007538932	0.009168341	0.012807745	0.00780422	0.008151343
FSIP2	0.035256632	0.032509078	0.048378557246856385	0.056829081	0.038976857	0.035326086956521736	0.033360237	0.037354689	0.054917298	0.052189357	0.040168745	0.041323593
ZC3H15	0.011348523805301889	0.017121354656632174	0.026947368421052633	0.013179571663920923	0.025892361753282783	0.002874079	0.035862069	0.013018225515722012	0.015930814747382796	0.018636084374360026	0.011039311	0.017937219730941704
ITGAV	0.007754424	0.007941385	0.009774408	0.008885771	0.009927599	0.003117663	0.006499361	0.004662265	0.007391973	0.006375556	0.011173976545993392	0.00904338
TFPI	0.001758499	0.004352557		0.015513277	0.004029937		0.003800475	0.002570694	0.016966088215501947		0.006349206	0.015743073047858942
GULP1	0.008351564	0.015275473	0.005856515	0.015880608	0.018101132780567557	0.003162055	0.015195071868583163	0.007172131	0.018414198316070024	0.004556501	0.006882821	0.018228279386712096
WDR75	0.011234294	0.02231607	0.032469232783451166	0.032715692	0.020104306864064603	0.030942037	0.012148063455766757	0.009744214	0.021076563844168613	0.017329821156245668	0.017281803055513537	0.020647334
ASNSD1	0.027550881492069974	0.024291953712458913	0.063876262	0.039888331	0.031281319282048164	0.019993886	0.023938984782688025	0.020335306611234127	0.034823515	0.045002747	0.028960926071193844	0.030322474498190193
ANKAR	0.014096185737976783	0.004862237	0.008010681	0.036734693877551024	0.003861004	1	1		0.018193225	0.021897810218978103	0.016282225237449117	0.019644527595884004
OSGEPL1	0.007848662	0.002515723	0.015083571137382797	0.041446566	0.009495549	0.002942413	0.001129944	0.015031315240083507	0.013027618551328817	0.033417936	0.022808056872037914	0.029532030895047707
ORMDL1	0.008314547	0.015196189612156952	0.022189517	0.019441428994374815	0.014161775963255933	0.004798081	0.013936074325729738	0.010828770073217251	0.017154578	0.011264760720944686	0.009977202	0.01858653
PMS1	0.007972074	0.020757825370675453	0.020760233918128656	0.034732709	0.011704946996466431	0.003241215	0.008251834	0.005960265	0.026199824	0.015476341494354942	0.011398313	0.017572405
HIBCH	0.003183265		0.002564103		0.003875969		0.003030303			0.002096436	0.003484321	0.013333333333333334
INPP1	0.011129535426210618	0.021900196121159295	0.032502708559046585	0.026626649	0.006272401	0.000757863	0.015027682573161087	0.008399832	0.024044944	0.008580745	0.012460121591524709	0.023538182980083075
MFSD6	0.00636436	0.00140779	0.010633544812795997	0.011932519544644082	0.010743567995476393	0.009507579	0.008514819	0.011758132920232624	0.015241832038029125	0.010857291757144097	0.011532834150959636	0.004713471
NAB1	0.013675956143028196	0.026941115164147995		0.035647779	0.018654024528496342	0.003320421	0.006451613	0.020058119	0.037872992	1	0.013634264052370865	0.031069321964609004
GLS	0.009751494	0.014708637811504591	0.002857143	0.024557395773843516	0.021362353889560662	0.000259067	0.006646526	0.010309278350515464	0.0227892		0.012083691981725484	0.022734094
STAT1	0.008325187	0.010403771	0.011795569757579344	0.009161818	0.007882213	0.004775932	0.007046431	0.004321246	0.008115419	0.008932281	0.008124135	0.011125672318235181
MYO1B	0.010771348213751421	0.013785972772703775	0.006514658	0.017382788591014813	0.015273050170193873	0.005663135	0.011065297879501852	0.008131148	0.011058981233243968	0.007025761	0.012453096960139213	0.01229165
NABP1	0.039393939	0.045135035	0.024539877300613498	0.037195315	0.047965116		0.013745704467353952	0.001503759	0.046811000585137506	0.029398663697104678	0.028654612319950964	0.026900162484202926
RF02271	0.002369668											
SLC39A10	0.00700217	0.008402884	0.009420892	0.012276908	0.005395946	0.000486197	0.00327829	0.003185509	0.012647596462625364	0.010692771	0.003509403	0.0107977
AC104600.1	0.060987153	0.046035806	0.046028581	0.047763947	0.044263421	0.038458424	0.055694181055993615	0.058209636	0.042587256	0.059070745	0.026742614404325158	0.039724576
STK17B	0.034808553	0.041701244813278006	0.066666667	0.061523438	0.052588163	0.031007751937984496	0.015375854214123007	0.031236809	0.076001261	0.028690974	0.033041027	0.043873429
CCDC150	0.00257732	1	0.001290323	0.04737516		0.001814882		0.013961605584642234	0.046052631578947366	0.004115226	0.001295337	0.004137931
GTF3C3	0.00919124	0.014584023864766324	0.020481730296575455	0.013098649201801064	0.005778043	0.004212795	0.007657826	0.005335684	0.012331243	0.012233335	0.008574695	0.008733978
AC010746.4	0.008053233	0.009133737	0.008939039	0.010902396225872335	0.011947709	0.009027336	0.006538437	0.007836667	0.010980660925534133	0.012088268700308291	0.011080332	0.008600385
SF3B1	0.013102355	0.015444363535490134	0.018580716728807813	0.018301714894856554	0.017173442519840414	0.012614287720800197	0.011988941964117802	0.011881249364845818	0.019106809	0.021211295741396533	0.012556909972095756	0.014850426056664931
COQ10B	0.02050109	0.032018629	0.049006796	0.055780008	0.044573012	0.038143259	0.027865249	0.024284504	0.050868279	0.051221743	0.029932926218840725	0.035096351
HSPD1	0.005836146	0.009140279	0.007481994	0.011176815970474752	0.009512185	0.005646424	0.010754146489345577	0.005694761	0.011292441216722716	0.006474018	0.007071496	0.009159263
HSPE1	0.006459966	0.011425302103018429	0.012448491032534046	0.012223848103072915	0.012855595611203257	0.007134783	0.012983790423136334	0.00662319	0.010831929	0.01627081	0.005124872	0.009649858
HSPE1-MOB4	0.005861178	0.008617234	0.008059873	0.007108303	0.009224785	0.00640509	0.008689956	0.002833825	0.008573762	0.009472457	0.005336179	0.009812429
MOB4	0.017214445	0.022671903743847262	0.053719832	0.041676287231586236	0.035731386162317455	0.036525173	0.024778943039276167	0.017678165	0.034256927	0.044731481	0.019445263	0.02438021
C2orf69	0.027772219	0.042089015	0.043364346	0.06414031	0.048508181	0.021676891615541923	0.021707546	0.030774533458072774	0.079549761	0.063048955	0.035453201	0.044989339019189764
C2orf47	0.022414823670053794	0.014991005396761943	0.035827557852695875	0.039074113	0.035317019	0.00990099	0.021958717610891524	0.014075695964967157	0.035595882045018325	0.016402405686167305	0.013383702104695088	0.016325494840128574
SPATS2L	0.007187547	0.014726542900150527	0.008222997	0.016569038979929014	0.015092352118559416	0.001540737	0.008094825	0.007878151	0.015047009481404918	0.014767178754317017	0.006407904	0.009735546
SGO2	0.016228478	0.025448542237727387	0.009615385	0.041596976	0.007424775	0.004221784	0.005533014	0.008266443	0.038154159	0.014472777394900068	0.01368595	0.027819699
BZW1	0.007443734	0.008399861	0.022618148139121108	0.018755158815077496	0.013297629899726528	0.012507046	0.010817235	0.014645166316117474	0.015963371	0.022286944409269344	0.010032270102956995	0.00915523
CLK1	0.045404061	0.055148137	0.07864779	0.070970949	0.056585429	0.0468381	0.037147255	0.050876082	0.071015212	0.065667042	0.044133477	0.052404668103768676
RF00019	0.001574803	0.002083333	0.001189061	0.003587444	1	0.003846154	0.001175088	0.002183406	0.001464129	0.001328021	0.001858736	
PPIL3	0.002096436		0.004081633	0.021543986	0.001381215		0.003669725	0.002923977	0.011904761904761904	0.05952381	0.016806723	0.003496503
NIF3L1	0.017431112	0.019207683	0.02231208	0.028941884695531373	0.018907711	0.013054830287206266	0.016954824316787506	0.002242892	0.025700106345267634	0.025040989715307795	0.020234722784297856	0.021443394051187458
ORC2	0.006473988	0.00737798	0.006872852	0.01373825	0.012869399428026692	0.000561325	0.005464481	0.001477105	0.024051490514905148	0.009336361	0.008008542	0.004340278
NDUFB3	0.00809137	0.024679170779861797	0.011772508705024042	0.019290928	0.008325804	0.003367003	0.010232410565558816	0.005961287	0.016658378915962207	0.024294856601090306	0.004687931	0.012195121951219513
CFLAR	0.020274722	0.023244893	0.00942873	0.029589371980676328	0.024760715771951727	0.007575058	0.017052023	0.011250068264977335	0.027889785	0.001631987	0.029206166810303552	0.017903285
CASP8	0.021762877069153853	0.02150394	0.00179964	0.034179994	0.010235027	0.004115226	0.001450326	0.000550661	0.017859454	0.006493506	0.016231728096134875	0.025838771340056688
TRAK2	0.005449471	0.012289106436159134	0.010076012020505568	0.011290636558302512	0.004234122	0.007156168	0.004358354	0.004830012	0.011930698205208009	0.003465821	0.002666248	0.004599268
TMEM237	0.0040936	0.006973703	0.006123765	0.009577864	0.008038949	0.005427975	0.004004972	0.003694945	0.013545072	0.004003813	0.006906656	0.005710568
MPP4	0.028516464863641507	0.038902462	0.050469892098851374	0.043555908324238515	0.031532767	0.039511100024943874	0.031555899	0.044249164	0.040987155433684516	0.057912088	0.047140726	0.029793977812995247
AC079354.5	0.002247191									0.001763668	0.003984064	
SUMO1	0.006805756	0.005226131	0.012823655873422973	0.018121195	0.011151290892271466	0.006234329	0.008722925	0.004226424	0.014094955489614243	0.009690769	0.008488793	0.006175242
NOP58	0.021284424443123603	0.019501034971129753	0.029999079782828748	0.030997147	0.035289453	0.014674493062966915	0.019719455173815816	0.02429018	0.026229966455460305	0.027733503347146957	0.021039648855515652	0.020918393
BMPR2	0.006522775	0.014180135792825812	0.026270386	0.025177413	0.024238053430327356	0.016338461538461538	0.011940800538176926	0.008902579	0.019708882	0.015981551497600086	0.014324927	0.01649775
WDR12	0.014182783466059917	0.016149664	0.015582285	0.023513298	0.026754989676531313	0.001617251	0.013793103448275862	0.002228739	0.024923640806353085	0.011684240524365916	0.017401896806751936	0.011777944
NBEAL1	0.010538642	0.016291698991466253	0.013388462295727505	0.032160466	0.016020598	0.005257624	0.002749141	0.002352151	0.035872314	0.017443097	0.011710581346716854	0.009237875
AC011737.2	0.006391998	0.007652896	0.007287329	0.007923285	0.00832737	0.006076205	0.005968753	0.004376517	0.010420574	0.00755062	0.009108305	0.007709823
CYP20A1	0.001743679	0.003809524	0.003382534	0.015460453	0.015894955079474776	0.00349345	0.003589375	0.003287671	0.015292416	0.005470175	0.008898556	0.000829187
RN7SL670P	0.025124069	0.022972972972972974	0.027403623	0.034422199	0.026949775	0.023717328	0.055922501	0.031652361	0.043718871057000556	0.037279267	0.034067446662078456	0.03
ABI2	0.013648409893992932	0.016977105	0.013215348351945592	0.025091286724062845	0.020893089	0.015711868503746677	0.016894727239554826	0.015400920743218628	0.021662938105891125	0.014512877939529675	0.011043019234269764	0.02035561
NRP2	0.001090513	0.013245033112582781		0.03978836			0.005747126		0.042853664475286095		0.001375516	0.014424951
INO80D	0.021035711789782655	0.033926555	0.04397807	0.052429232	0.041831492	0.015290818988002086	0.015231788079470199	0.022752556971110713	0.053755637	0.028934104909464253	0.027956225586725635	0.03966304
NDUFS1	0.004833597	0.007291206	0.003089118	0.008932481	0.005337023	0.003438186	0.003687236	0.003457677	0.012167148698514011	0.005911868	0.00368018	0.005880579
EEF1B2	0.006986332	0.006774071	0.009265991	0.00686133	0.007154593	0.005956598	0.005652996	0.005749558	0.007238921	0.00724986	0.006931083	0.007479539
GPR1-AS	0.030674847	0.023603723	0.060781476121562955	0.068910256	0.034576888080072796	0.033092037228541885	0.041158536585365856	0.073663938	0.04708798	0.032010243	0.051582649	0.019311502938706968
FASTKD2	0.017551866	0.012972363226170333	0.014757727309994261	0.027759084791386272	0.009209291	0.012205336843364844	0.011926718308127382	0.007827176	0.023406374501992032	0.019106897	0.016693067	0.017319016279875303
AC008269.2	0.009240246	0.013513513513513514	0.002816901	0.053905391		1		1	0.016393443	0.001388889	0.004993191	
CREB1	0.018115542	0.033821612	0.028061647240788818	0.046624974309286825	0.019634146341463415	0.030352425383620932	0.014183506966235722	0.014895175637492587	0.048691293	0.018364997121473804	0.020218462	0.029805631
CCNYL1	0.007209774	0.009400554	0.018502411639123903	0.008160023	0.017806436346426882	0.004754198	0.007655851	0.014629225	0.010513073950938989	0.007387789	0.007412432	0.013174215
IDH1	0.005612049	0.010229685388921057	0.011488511488511488	0.022618363	0.011037898182733874	0.005881593	0.004730473	0.004534421	0.011117974058060531	0.012778588318156663	0.014618644	0.011870549
PIKFYVE	0.008278146	0.019450800915331808	0.010104199557941269	0.072694112	0.011363636363636364	0.000851789	0.002487562	0.008873353	0.057425743	0.041267123	0.015740120562625585	0.028912179255511383
RPE	0.005627283	0.00486152	0.008043617	0.014015485641477997	0.008242601	0.002152221	0.006784687	0.003714129	0.010125632852053253	0.003912873	0.006721055	0.009405417
RP11-260M2.1	0.005050505	0.012195121951219513		0.05982906	1				0.004540295	0.001455604		0.009009009
SPAG16	0.004222862	0.011354079058031959	0.009894936	0.018393898609241812		0.000978625		0.001767323	0.016217969510217322	0.002364475	0.005944601	0.006239365
BARD1	0.031762986	0.036575297	0.05442623	0.05790631	0.046175637393767704	0.048887496082732684	0.029058281	0.020616570327552985	0.053466286799620136	0.070072762	0.038185116	0.04248486
AC016708.2	0.00467886		0.012168971802294414	0.005847953	0.00827346		0.004616477	0.004327796	0.00748263	0.011751662971175166	0.002506266	0.003703704
ATIC	0.004974723	0.006413238	0.005331234	0.009316236	0.00869354	0.004504505	0.00564943	0.006413683	0.007086086	0.0044851	0.006317091	0.007143206
FN1	0.006692086	0.007222473	0.003207698	0.008677008	0.006245207	0.011257036	0.010783699	0.008353414	0.008305577	0.004752206	0.007863323	0.009023266
XRCC5	0.006447703	0.00851739	0.009091886	0.011295714719886536	0.009127934	0.009039052	0.009270689	0.003229158	0.011010529019003595	0.011184855151503947	0.005323749	0.008024302
RPL37A	0.005530167	0.00543422	0.005683252	0.005391779	0.005034335	0.004350849	0.004998134	0.003954889	0.005801737	0.005930989	0.005558245	0.007046198
IGFBP2	0.001519757		0.002252675		0.006959315	0.001173709	0.003964457	0.004402377		0.000962861	0.002320186	
IGFBP5	0.003457888		0.016623174		0.010934494279639566	0.006395349	0.008065753	0.005591244		0.012146676	0.003773531	
ARPC2	0.005749807	0.009126634	0.006787757	0.010474056	0.007750328	0.008722953	0.006576175	0.006820008	0.009298383	0.007385112	0.0068087	0.007724404
AAMP	0.005995512	0.008791209	0.008710019	0.013706838439068234	0.009799215	0.009987751	0.007338457	0.006414055	0.011239358962707141	0.008517569	0.007615209	0.010823047819884636
PNKD	0.003564843	0.001797753	0.014393283134537216	0.011379800853485065	0.010010698456365581	0.001244323	0.003620162	0.003393413	0.007843137	0.002558233	0.004007347	0.004712382
TMBIM1	0.009228448	0.01515295	0.027771240291833373	0.022696011	0.000874126	0.009382962	0.011538461538461539	0.006867839	0.014822452793710124	0.003191489	0.008784863	0.018924835806373146
CTDSP1	0.007191282	0.019637692190592176	0.028937757	0.020028081	0.021299086860690028	0.010272443	0.014598693029490616	0.009768371	0.021775009316935528	0.029039426281943368	0.010602599892846065	0.013368867141421643
USP37	0.014213836477987421	0.006944444	0.026744671959882994	0.038269551	0.027661357921207042	0.006911974	0.021795989537925022	0.010556348074179744	0.034951456	0.018234442836468887	0.026205613273375717	0.029110936270653028
RN7SKP38	0.003663004	1	0.006289308	0.001926782				0.071174377	0.005434783	0.028571429	0.080118694	
RQCD1	0.013106197482004072	0.017631622	0.030168459678091904	0.027619396348799497	0.026806376960658268	0.019941537851763773	0.016393095414592822	0.016373254	0.025830971399123936	0.030341948948466847	0.017363683	0.020147650675291968
BCS1L	0.00845601	0.009178864	0.008096357	0.016350210970464137	0.015513126491646777	0.005167256	0.009270665	0.006969541	0.015233259282767376	0.010420305041331936	0.007670991	0.018043303929430633
STK36	0.010298027144256332	0.022496087636932706	0.017361111111111112	0.028619706410391806	0.011570428696412949	0.013131839499739447	0.014711541	0.007029358	0.028529358	0.014610236591573192	0.009695001	0.017128874388254486
WNT10A	0.004975124	0.009137508									0.004076087	0.013779264214046823
RP11-33O4.1	0.001745201		0.002762431	0.002272727		1			0.11904761904761904		0.001730104	1
CNPPD1	0.008758257	0.003330412	0.013090969732343867	0.012814890610534523	0.018480004753698973	0.00971989	0.008834652	0.012462968638267444	0.015539721043056398	0.014315538323889055	0.005606994	0.010326425947744126
FAM134A	0.004731718	0.003364023	0.014179276885757191	0.013750954927425516	0.010943274371210218	0.006347755	0.005458474	0.00686029	0.016044210713967378	0.019589106545628284	0.005464123	0.005315917
ZFAND2B	0.00686378	0.005787516	0.016404908755643162	0.011793746571585299	0.013442305624260673	0.014237288	0.010104041616646658	0.003119839	0.00990099	0.011225616488774383	0.012703252032520325	0.006109614
ABCB6	0.002438033	0.0048	0.003634476	0.022180451	0.006423464	0.007155635	0.001565322	0.003655305	0.017982017982017984	0.006213711	0.003205128	0.005884661
ANKZF1	0.018505338078291814	0.035294118	0.005852843	0.004950495	0.017591009	0.002308936	0.010891089	0.000906618	0.025442477876106196	0.022600041467965997	0.005371531	0.005863539
STK16	0.012988192552225249	0.002768166	0.009523157	0.017937659282493627	0.013178801757173567	0.00986668	0.00982594	0.008556586	0.012126461671719359	0.016048458	0.009440813	0.001215067
TUBA4A	0.011648440162334645	0.009873426	0.0334917	0.019333625602805788	0.017226232764218325	0.002705109	0.014445794518698528	0.014225000878086473	0.018864211414113017	0.030840942468552453	0.014344358543206861	0.010885406
DNAJB2	0.007488125	0.015282131661442006	0.015971488912354805	0.025477707006369428	0.020058930190389845	0.007010475	0.015643907	0.013363904356370783	0.026446654611211574	0.017388697	0.008202468	0.006653992
DNPEP	0.008876872	0.008669987	0.007240433	0.005610743	0.007004509	0.002973771	0.007393473	0.003360199	0.009278239	0.009486187	0.009022655	0.008878128
CHPF	0.005243958	0.00391336	0.012490277714233427	0.012855209742895805	0.009335782	0.013295063767566543	0.006739812	0.006936709	0.004957102	0.012510516881881699	0.004519136	0.006516291
EPHA4	0.014007003501750876	0.031875463	0.022958346999016072	0.041630901287553645	0.042784163473818644	0.00244858	0.030279274865262128	0.001445087	0.044198895	0.032326821	0.006333568	0.014911463187325256
AC009302.2	0.01791572	0.025506072874493926	0.057630736	0.032738095	0.024272906188497704	0.014053254437869823	0.019120933697541594	0.026219512	0.038157597651840146	0.054366686	0.020113136	0.016808895784846133
FARSB	0.005627927	0.005066589	0.007548354	0.010523709298006686	0.006070241	0.003568287	0.006785437	0.004534042	0.007469867	0.007336078	0.005983845	0.007895959
ACSL3	0.007578098	0.017520114294307842	0.012474307179814303	0.01616341	0.015995031	0.004127005	0.006143644	0.007106921	0.020110662	0.017500118	0.00745838	0.011791269443050678
KCNE4	0.017676767676767676	0.019020446980504042	0.007032349	0.052517466	0.012037037037037037	0.007806955	0.003436426	0.021126761	0.04	0.061674009	0.039548023	0.034878165
AC013448.1	0.029803493	0.037682603	0.041700471	0.045341645156577216	0.034054248	0.031808036	0.030945649	0.035263074	0.049243623	0.040248491	0.023943661971830985	0.033433368
AP1S3	0.012395142105922123	0.022549530761209594	0.027055369127516778	0.032164531	0.026762263	0.024471173786810452	0.029396003980708872	0.030187793427230047	0.039698780387983953	0.02310536	0.014930449273883617	0.017958342533303893
WDFY1	0.00774078	0.011042202389956134	0.007045138	0.02583008	0.012760551994918875	0.012061577527376606	0.009521444	0.010260237	0.014716781365802012	0.012827365045430252	0.007153003	0.012201434592915773
MRPL44	0.028618077917365866	0.0341942	0.046861531	0.046311254711900916	0.039630689	0.022637013502779985	0.028504017344726438	0.029936177	0.047554741	0.053878887070376434	0.030831438	0.039459675
SERPINE2	0.003868595	0.007853161		0.00782754	0.002650177	0.002144772	0.002685164	0.001692366	0.009013687	1	0.005046125	0.00632072
CUL3	0.017292183622828784	0.018873403019744484	0.029328531000771804	0.021668336673346694	0.019998394	0.010562926703593972	0.006395003	0.008278748	0.023686511406088545	0.018290371493555724	0.015731615	0.015029676431169826
AC073052.1	0.14705882352941177	0.013513513513513514	0.013906448	0.026645768	0.017992424242424244	0.001438849	0.003389831	0.000896057	0.095461659	0.052367941712204005	0.013192612137203167	0.041814947
DOCK10	0.0007249					0.001226994		1	1		0.001218027	0.008
IRS1	0.034210998	0.026181161600962986	0.07910234	0.052820965	0.048253511	0.022400820793433654	0.037785193	0.025418205518140342	0.056061446	0.043656767483235256	0.038785278098696155	0.042676079
MFF	0.008953132	0.010127275215546737	0.013544828486569405	0.009665219	0.012363947255927132	0.010239635924056033	0.008277313	0.005386819	0.009894566	0.011589716486088565	0.005974581	0.009587855
AGFG1	0.014137491657059645	0.024248149897653913	0.021080771434027114	0.03199965	0.022943414	0.018220299990797828	0.016914940858261677	0.019259844	0.032072560662022534	0.021516901883721393	0.013414423740510698	0.022997851210871712
TRIP12	0.009800855	0.014318630678077683	0.015432592355669279	0.020046366	0.024169922	0.00918105	0.010386672151378033	0.011450381679389313	0.015651085141903172	0.021647905	0.011725994615614717	0.017170329670329672
SP110	0.005659923	0.009792166	0.009905335	0.008804696	0.009830274	0.006398425	0.003858601	0.003240059	0.012465719272001994	0.011515014675999097	0.005752085	0.015946597441127388
SP140L	1	0.004926108		0.025477707006369428					0.039130435			0.0015625
SP100	0.001225791	0.003581662	1	0.029465095		0.003524229		0.001162791	0.003412969	1	0.001785259	0.002821443
AC010149.2	0.000684463	0.008385744		0.004226096	1	0.002155172		0.001536098	0.014254386	0.004347826	0.010976948408342482	0.008650519
CAB39	0.012870514820592824	0.027658149	0.037344884	0.034562697576396205	0.029621874615100383	0.024392960570282913	0.014697488584474885	0.014337019724090754	0.035023376	0.044342137	0.016533864541832668	0.022887449277425784
PSMD1	0.008886924	0.00988806	0.00912641	0.015720849952184358	0.012772759058669064	0.014383667577460431	0.011217948717948718	0.008046283	0.014122269119481829	0.011801213	0.011429780929198857	0.011910699678790175
ARMC9	0.002068966	0.003289474	0.002114165	0.002751032	0.00325309	0.002905288	0.00107604	0.000988142	0.002918856	1	0.000678426	0.004951785
AC018738.2	0.003156872	0.009169054	0.006124161	0.002923264	0.005747677	0.003346203	0.004828932	0.003340013	0.004594181	0.00514644	0.004300733	0.004529767
NCL	0.010149508	0.017097947975705765	0.022649714	0.019517933341021795	0.019301406	0.012202387066291419	0.015609137055837564	0.012828248	0.020748263707116184	0.019303308859456535	0.011105924	0.015581234615804343
SNORA75	1		1									1
PTMA	0.007515159	0.009272087	0.011185075500018725	0.014703245028935264	0.011175796	0.011520576270281743	0.008427442	0.008005304	0.012841562253922509	0.011202814764433515	0.008969093	0.009211225
PDE6D	0.002501251		0.008114939	0.003257329	0.00783789	0.000417188	0.011264720942140297	0.002011101	0.009405643	0.001859312	0.003144654	0.002772643
DIS3L2	0.068493151	0.002923977		0.012367491166077738	0.087108014	0.004310345		0.00170068	0.016248154		0.003656307	0.005952381
EIF4E2	0.008482012	0.012386969	0.035849818328623335	0.021469127040454224	0.014798440330355224	0.009780021	0.009939426	0.007407094	0.021242827493590525	0.024143703	0.010284696486540837	0.010364776
EFHD1	0.001175088		0.009693575	0.005411906	0.024419584	0.012059012187299552	0.006974164	0.00571034	0.004647233	0.015390957812285283	0.002496533	
GIGYF2	0.013638764827354368	0.020508326	0.031037578555854817	0.034840244731475185	0.02532237	0.017964071856287425	0.004823151	0.021050670640834577	0.041570921245038646	0.015063266	0.019135244976292615	0.023179487
RN7SL32P	0.039568345323741004	0.042253521	0.090909091	0.054602184087363496	0.031358885	0.041461007	0.016260162601626018	0.027811366	0.079646018	0.009950249	0.015250544662309368	0.04742268
SCARNA5	0.007954545	1	0.003875969	1	0.003076923	0.004683841	0.012345679012345678	0.014548981571290009		0.003305785	0.001631321	0.003947368
DGKD	0.014523556500177117	0.055451128	0.013623188405797102	0.045454545454545456	0.020654715510522212	0.0042166	0.012636899747262006	0.001752848	0.031539889	0.015101462954223691	0.023493642896627972	0.008025682
USP40	0.004656752	0.01982264	0.008613264	0.015693482256468258	0.007159905	0.001192464	0.000464253	0.002048714	0.019298246	0.008784773	0.007530378	0.015006252605252188
UGT1A10	0.001755413	0.017074372024298144	0.001908397		0.012530226423389756		0.005055612				0.001349528	0.009939021
HJURP	0.0320827	0.042650344894588556	0.060766721	0.064501619	0.049567911299527145	0.021348314606741574	0.037345083998898375	0.039115004153137505	0.05143742	0.065600235	0.036086051	0.041207863270958586
AC005538.2	0.020724931651821148	0.036013609	0.003863988	0.042949177	0.0384822	0.000438982	0.026034665723381676	0.001439539	0.037405666	0.000768049	0.019433869581235417	0.028825396825396827
SPP2	0.049927113702623906	0.053991786036261646	0.075668073	0.052167386001125915	0.040759931	0.062672615	0.039839751	0.058136676499508357	0.056141645	0.052980132450331126	0.043372188	0.053832227
ARL4C	0.025832158	0.028050853721635006	0.007042254	0.049581377213642516	0.027262433585924572	0.018571660620499215	0.024632044535956684	0.025339061	0.04708596		0.030541672146959534	0.030847778352999983
SH3BP4	0.027316259863127895	0.033068042	0.058300242	0.048729589221644574	0.046574912	0.034056695	0.027106466361854997	0.029553426997946164	0.047557889	0.057051694168631095	0.029646243698785282	0.028065630397236616
AGAP1	0.010712637616190917	0.016707921	0.030153379	0.029581481727134044	0.030241726320157692	0.026306233609037725	0.017836295	0.014046230419249442	0.028307464892830748	0.023355426304161594	0.011879670434949224	0.017176408728419947
COPS8	0.009331433	0.009308693	0.014870458378046911	0.018694736842105264	0.009253691	0.003112033	0.00807767	0.00577473	0.013275338679715464	0.00949086	0.010260728	0.009503136
MLPH	0.004810048	0.012262725	0.012198295491509987	0.037929893	0.018455971049457176	0.012080709420382984	0.013807977065607617	0.009739543	0.040661213360599864	0.012694886814873201	0.010809963966786778	0.022288557
RAB17	0.008019093	0.005524862	0.012174875484228001		0.016068354268953644	0.005326232	0.018093126385809313	0.006894113		0.018395077554159724	0.007551554	0.001675042
LRRFIP1	0.010684632367057016	0.017775735065773946	0.027050110929411397	0.028840708397715117	0.025397438195430666	0.013797879398037687	0.019645665164063318	0.014271453153117652	0.028477318589436154	0.021987696	0.014406107	0.019057687759956598
UBE2F	0.004770249	0.003671409	0.002525924	0.003644315	0.006322311	0.001048145	0.009485004	0.003007	0.00958301	0.003386809	0.005771854	0.001929338
SCLY	0.001858736	0.002293578		0.012548262548262547	0.004301075	0.002008032	0.006802721	0.001821494	0.001594896		0.00105042	0.001980198
FAM132B	0.000360231	0.002217295		0.007411067	0.015625	0.001236858	0.002932551	0.001652893	0.011806375442739079		0.001752336	0.001074114
ILKAP	0.012769933554817276	0.009745232	0.008023991	0.026863364040456097	0.017029973	0.006572461	0.010192181	0.014985795454545455	0.017448589	0.013412946	0.015950964226826295	0.015878036437246962
HES6	0.003847441	0.007853403	0.008555392	0.000750188	0.010461126454096577	0.006773792	0.010295071335927367	0.009137943	0.004511278	0.010710959329400808	0.006661116	0.002355713
PER2	0.009604646	0.014951627088830254	0.064438772	0.024038462	0.037799208	0.020037311	0.023792415	0.020116323	0.012	0.031053971802993602	0.010989011	0.022384263184670173
