db_gene_symbol,ensembl_gene,gs_name,gs_description,gs_source_species
ARL6IP5,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
ARNTL,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
ARSK,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
ASB7,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
ASCC1,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
ASCC3,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
ASF1A,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
ASPM,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
ATAD1,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
ATF7IP2,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
ATG16L1,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
ATG4C,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
ATG5,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
ATL2,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
ATM,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
ATP13A3,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
ATP2B1,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
ATP2B4,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
ATP6V1D,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
ATP7A,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
ATP8A1,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
ATPSCKMT,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
ATRX,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
AUTS2,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
AXDND1,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
B3GNT5,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
B4GALNT2,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
BACH1,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
BAIAP3,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
BAMBI,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
BASP1,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
BAZ2B,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
BBS10,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
BBS4,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
BBX,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
BCKDHB,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
BCLAF3,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
BCOR,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
BDH2,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
BDNF,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
BEX4,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
BICRAL,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
BIK,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
BLOC1S6,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
BMP2K,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
BMP6,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
BMPR1B,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
BNIP2,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
BOD1L1,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
BRD8,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
BRIP1,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
BROX,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
BRWD1,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
BTBD8,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
BTRC,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
BZW2,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
C11orf65,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
C14orf28,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
C16orf46,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
C17orf80,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
C1D,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
C1GALT1C1,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
C1orf162,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
C1orf21,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
C2CD3,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
C2CD5,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
C2orf27A,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
C2orf42,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
C3,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
C4orf19,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
C5,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
C5orf24,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
C5orf51,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
C6orf141,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
C6orf62,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
C8orf44,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
C9orf72,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
C9orf78,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
CACNA1D,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
CADM1,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
CAMK1D,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
CAPS2,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
CARMIL1,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
CASD1,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
CASK,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
CASP3,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
CASP4,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
CBLB,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
CC2D2A,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
CCDC113,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
CCDC125,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
CCDC127,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
CCDC14,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
CCDC146,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
CCDC148,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
CCDC15,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
CCDC170,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
CCDC174,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
CCDC186,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
CCDC191,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
CCDC25,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
CCDC28A,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
CCDC50,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
CCDC59,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
CCDC77,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
CCDC91,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
CCDC93,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
CCNA1,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
CCNB3,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
CCNG2,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
CCNT1,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
CCNT2,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
CCP110,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
CCSER2,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
CD109,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
CD36,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
CDC23,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
CDC25C,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
CDC27,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
CDC40,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
CDC42BPA,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
CDK13,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
CDK14,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
CDK17,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
CDKN1B,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
CDKN2AIP,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
CDKN2B-AS1,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
CDYL,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
CDYL2,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
CEACAM1,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
CENPC,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
CENPE,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
CENPF,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
CENPI,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
CENPK,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
CEP120,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
CEP135,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
CEP152,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
CEP170,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
CEP192,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
CEP290,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
CEP295,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
CEP55,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
CEP57L1,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
CEP63,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
CETN3,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
CFAP44,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
CFDP1,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
CHD2,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
CHD6,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
CHD9,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
CHM,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
CHMP1B,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
CHMP2B,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
CIR1,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
CIT,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
CKAP5,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
CLCC1,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
CLCN3,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
CLCN4,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
CLEC2D,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
CLGN,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
CLIC4,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
CLIP1,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
CLIP4,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
CLK1,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
CLK4,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
CLPX,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
CLUAP1,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
CLYBL,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
CMSS1,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
CNOT6,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
CNOT6L,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
CNTRL,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
COA5,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
COG5,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
COL4A5,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
COMMD3,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
COQ8A,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
CP,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
CPD,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
CPE,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
CPEB2,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
CPEB4,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
CPLANE1,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
CPNE4,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
CPS1,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
CREB1,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
CREBRF,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
CREBZF,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
CRNKL1,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
CROT,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
CRYBG1,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
CRYZ,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
CSGALNACT2,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
CSNK1G3,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
CSPP1,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
CTH,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
CTR9,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
CTSL,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
CTSO,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
CTSV,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
CTTNBP2NL,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
CWC22,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
CWF19L2,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
CXCL14,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
CXCR4,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
CXXC4,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
CYB5R4,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
CYLD,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
CYP2J2,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
CYP4X1,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
CYTH1,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
DAAM1,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
DAB2,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
DCAF6,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
DCBLD2,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
DCDC2,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
DCLRE1A,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
DCUN1D2,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
DDI2,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
DDIT3,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
DDIT4,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
DDX18,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
DDX42,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
DDX52,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
DDX59,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
DENND2C,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
DENND4C,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
DEPDC1B,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
DEPTOR,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
DHRS3,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
DHX32,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
DHX35,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
DHX8,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
DIAPH3,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
DIO1,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
DLGAP1-AS1,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
DLGAP5,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
DMTF1,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
DMXL1,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
DMXL2,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
DNAJB4,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
DNAJB9,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
DNAJC10,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
DNAJC12,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
DNAJC21,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
DNAJC27,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
DNM3,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
DOCK1,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
DOCK4,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
DOCK5,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
DOP1A,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
DPP8,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
DPYD,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
DRAM1,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
DSE,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
DSG2,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
DST,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
DTD2,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
DTNA,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
DUSP10,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
DUSP16,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
DYNC1H1,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
DYNC2H1,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
DZIP3,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
